episode,total_reward,steps,success,crashes,avg_reward_per_step,epsilon_end,reason
1,7.076181926954387,74,0,1,0.0956240800939782,0.9984166666666666,crush
2,3.788614058179572,58,0,1,0.06532093203757883,0.9968333333333333,crush
3,-1.1511850268694062,50,0,1,-0.023023700537388125,0.99525,crush
4,1.1686470065632975,53,0,1,0.022049943520062214,0.9936666666666667,crush
5,3.999955748091338,68,0,1,0.05882287864840203,0.9920833333333333,crush
6,4.667711384260194,73,0,1,0.06394125183918074,0.9905,crush
7,4.400220978011511,58,0,1,0.07586587893123295,0.9889166666666667,crush
8,-0.7269395446424021,63,0,1,-0.01153872293083178,0.9873333333333333,crush
9,-1.110795247128916,55,0,1,-0.020196277220525746,0.98575,crush
10,-0.9970987479540838,53,0,1,-0.01881318392366196,0.9841666666666666,crush
11,-0.17844987816352997,53,0,1,-0.0033669788332741503,0.9825833333333334,crush
12,-6.489356756789935,73,0,1,-0.08889529803821829,0.981,crush
13,1.8066067945992863,51,0,1,0.03542366263920169,0.9794166666666667,crush
14,1.9897792141588297,57,0,1,0.03490840726594438,0.9778333333333333,crush
15,-0.8985821461371657,48,0,1,-0.018720461377857617,0.97625,crush
16,4.828149778343878,68,0,1,0.07100220262270408,0.9746666666666667,crush
17,1.3327365763076457,63,0,1,0.02115454883028009,0.9730833333333333,crush
18,1.501197179409047,53,0,1,0.028324475083189568,0.9715,crush
19,1.7403339173929595,59,0,1,0.029497185040558635,0.9699166666666666,crush
20,2.237905718243674,60,0,1,0.03729842863739456,0.9683333333333334,crush
21,-0.05811038035771787,60,0,1,-0.0009685063392952979,0.96675,crush
22,4.289655497283089,59,0,1,0.07270602537767948,0.9651666666666666,crush
23,1.433223374173572,51,0,1,0.02810241910144259,0.9635833333333333,crush
24,-1.5209239240705905,68,0,1,-0.022366528295155744,0.962,crush
25,2.690605523221965,55,0,1,0.04892010042221755,0.9604166666666667,crush
26,2.6187501314920603,54,0,1,0.048495372805408526,0.9588333333333333,crush
27,2.9644272151256352,55,0,1,0.05389867663864791,0.95725,crush
28,6.019772996418849,47,0,0,0.12808027651954998,0.9556666666666667,stuck
29,-0.1585120512104048,49,0,1,-0.003234939820620506,0.9540833333333334,crush
30,-0.22057294930093008,71,0,1,-0.0031066612577595786,0.9525,crush
31,3.3403058624070745,56,0,1,0.059648318971554905,0.9509166666666666,crush
32,18.3848266892664,88,0,0,0.2089184851053,0.9493333333333334,stuck
33,2.4790076263607794,56,0,1,0.04426799332787106,0.94775,crush
