episode,total_reward,steps,success,crashes,avg_reward_per_step,epsilon_end,reason
1,-45.801662809371145,41,0,1,-1.1171137270578329,0.05,crush
2,-44.21862098972575,40,0,1,-1.1054655247431437,0.05,crush
3,-44.753505634791786,45,0,1,-0.9945223474398175,0.05,crush
4,-47.106979457443884,41,0,1,-1.1489507184742411,0.05,crush
5,-45.44443105933742,44,0,1,-1.032827978621305,0.05,crush
6,-43.954557852725195,40,0,1,-1.0988639463181298,0.05,crush
7,-43.72520889212066,39,0,1,-1.1211592023620682,0.05,crush
8,-44.25361656004084,39,0,1,-1.134708116924124,0.05,crush
9,-44.864652385429956,42,0,1,-1.0682060091769037,0.05,crush
10,-44.74909676342689,40,0,1,-1.1187274190856722,0.05,crush
11,-47.12059452176728,41,0,1,-1.149282793213836,0.05,crush
12,-45.92218071848946,48,0,1,-0.9567120983018637,0.05,crush
13,-46.970773602044915,42,0,1,-1.118351752429641,0.05,crush
14,-46.63445755906946,44,0,1,-1.0598740354333969,0.05,crush
15,-47.032524966160366,44,0,1,-1.0689210219581902,0.05,crush
16,-45.60606121254158,42,0,1,-1.085858600298609,0.05,crush
17,-44.511716141117454,43,0,1,-1.0351561893283128,0.05,crush
18,-43.77394706320504,39,0,1,-1.1224088990565395,0.05,crush
19,-45.62940278457906,44,0,1,-1.0370318814677058,0.05,crush
20,-44.80689337643111,44,0,1,-1.0183384858279798,0.05,crush
21,-44.91229461821975,41,0,1,-1.0954218199565793,0.05,crush
22,-44.41770318168797,40,0,1,-1.1104425795421993,0.05,crush
23,-43.95911442049348,41,0,1,-1.0721735224510605,0.05,crush
24,-42.63737219560443,37,0,1,-1.1523614106920115,0.05,crush
25,-40.14991078773939,44,0,1,-0.9124979724486224,0.05,crush
26,-16.183007608706333,61,0,0,-0.2652952067001038,0.05,stuck
27,-42.52674093150411,44,0,1,-0.9665168393523661,0.05,crush
28,-42.66321723333786,44,0,1,-0.9696185734849514,0.05,crush
29,-41.78576443739672,44,0,1,-0.9496764644862892,0.05,crush
30,-45.928527153218695,55,0,1,-0.8350641300585218,0.05,crush
31,-47.37851119741074,60,0,1,-0.789641853290179,0.05,crush
32,-43.113407230297184,57,0,1,-0.7563755654438102,0.05,crush
33,-30.907938040273564,72,0,1,-0.42927691722602174,0.05,crush
34,-31.652710393141746,175,0,1,-0.18087263081795282,0.05,crush
35,-19.55683915730428,94,0,1,-0.20805148039685406,0.05,crush
36,-15.513518263586521,60,0,1,-0.258558637726442,0.05,crush
37,-22.77585308989882,79,0,1,-0.2883019378468205,0.05,crush
38,-19.883906011056382,73,0,1,-0.27238227412406,0.05,crush
39,-21.194017279802438,86,0,1,-0.2464420613930516,0.05,crush
40,-22.54011474616688,78,0,1,-0.2889758300790625,0.05,crush
41,-17.360050471620532,59,0,1,-0.2942381435867887,0.05,crush
42,-23.21365062501777,82,0,1,-0.2830933003050948,0.05,crush
43,-18.39776755956973,52,0,1,-0.35380322229941785,0.05,crush
44,-22.80862016060621,57,0,1,-0.4001512308878283,0.05,crush
45,-17.543551232647495,51,0,1,-0.34399120064014693,0.05,crush
46,-16.68890089619329,57,0,1,-0.2927877350209349,0.05,crush
47,-20.17697130718917,77,0,1,-0.2620385884050542,0.05,crush
48,-16.585305067156337,53,0,1,-0.31293028428596864,0.05,crush
49,-17.429277661372225,55,0,1,-0.316895957479495,0.05,crush
50,-18.998408103340793,52,0,1,-0.36535400198732293,0.05,crush
51,-27.456136392214685,98,0,1,-0.28016465706341515,0.05,crush
52,-16.966486726627096,52,0,1,-0.32627859089667494,0.05,crush
53,-22.898713917418682,85,0,1,-0.2693966343225727,0.05,crush
54,-17.909514971713143,59,0,1,-0.303551101215477,0.05,crush
55,-17.15128874232567,67,0,1,-0.25598938421381595,0.05,crush
56,-21.285789145654032,60,0,1,-0.35476315242756723,0.05,crush
57,-20.736981249106847,83,0,1,-0.24984314757960058,0.05,crush
58,-18.074478958934616,97,0,1,-0.18633483462819192,0.05,crush
59,-25.013104042978203,74,0,1,-0.3380149194997054,0.05,crush
60,-19.807547207400418,87,0,1,-0.22767295640690136,0.05,crush
61,-17.397477636867414,69,0,1,-0.2521373570560495,0.05,crush
62,-21.522272692411633,77,0,1,-0.2795100349663848,0.05,crush
63,-34.53143152388979,124,0,1,-0.2784792864829822,0.05,crush
64,-38.50389590283799,91,0,1,-0.42311973519602186,0.05,crush
65,-17.448380408144395,63,0,1,-0.2769584191768952,0.05,crush
66,-19.020049103576874,73,0,1,-0.26054861785721745,0.05,crush
67,-18.824181527274547,72,0,1,-0.2614469656565909,0.05,crush
68,-20.201936713004322,80,0,1,-0.252524208912554,0.05,crush
69,-17.68322225458203,81,0,1,-0.21831138585903742,0.05,crush
70,-45.590865681062354,98,0,1,-0.46521291511288115,0.05,crush
71,-44.085492312155004,310,0,1,-0.14221126552308067,0.05,crush
72,-44.07487369217736,102,0,1,-0.43210660482526825,0.05,crush
73,-27.56326624791251,95,0,1,-0.2901396447148685,0.05,crush
74,-45.77023256486367,306,0,1,-0.14957592341458714,0.05,crush
75,-84.32784314434402,557,0,1,-0.15139648679415443,0.05,crush
76,-112.18977698967457,818,0,1,-0.1371513166132941,0.05,crush
77,-77.47517108204833,526,0,1,-0.14729119977575728,0.05,crush
78,-33.23156441313069,215,0,1,-0.15456541587502648,0.05,crush
79,-121.46688351722456,1000,0,0,-0.12146688351722455,0.05,overtime
80,-74.33842118359017,1000,0,0,-0.07433842118359017,0.05,overtime
81,-104.13347955815536,1000,0,0,-0.10413347955815536,0.05,overtime
