episode,total_reward,steps,success,crashes,avg_reward_per_step,epsilon_end
49,-30.88442214618597,1,0,1,-30.88442214618597,0.6111172395328651
50,-20.309738633288724,94,0,1,-0.21606104929030556,0.6050060671375365
51,-30.88979909130634,1,0,1,-30.88979909130634,0.5989560064661611
52,-30.813948423444494,1,0,1,-30.813948423444494,0.5929664464014994
53,-48.497949934117244,128,0,1,-0.37889023386029097,0.5870367819374844
54,-31.04828748257555,1,0,1,-31.04828748257555,0.5811664141181095
55,-30.91496655422013,1,0,1,-30.91496655422013,0.5753547499769285
56,-30.544974320494813,127,0,1,-0.2405116088227938,0.5696012024771592
57,-30.722855555227312,1,0,1,-30.722855555227312,0.5639051904523876
58,-30.7006527685941,1,0,1,-30.7006527685941,0.5582661385478638
59,-26.276591702876345,117,0,1,-0.224586253870738,0.5526834771623851
60,-30.933306823641995,1,0,1,-30.933306823641995,0.5471566423907612
61,-30.815049932272235,1,0,1,-30.815049932272235,0.5416850759668536
62,-18.94729565185419,70,0,1,-0.2706756521693456,0.536268225207185
63,-31.293692684579142,1,0,1,-31.293692684579142,0.5309055429551132
64,-30.725922360132056,1,0,1,-30.725922360132056,0.525596487525562
65,-17.22434775969787,87,0,1,-0.19798100873215943,0.5203405226503064
66,-30.876579177516916,1,0,1,-30.876579177516916,0.5151371174238033
67,-30.737581722247548,1,0,1,-30.737581722247548,0.5099857462495653
68,-24.056501495706577,98,0,1,-0.24547450505823037,0.5048858887870696
69,-30.92293613924849,1,0,1,-30.92293613924849,0.4998370298991989
70,-30.801113565795564,1,0,1,-30.801113565795564,0.49483865960020695
71,-34.21991348080305,120,0,1,-0.28516594567335873,0.4898902730042049
72,-30.82322109447187,1,0,1,-30.82322109447187,0.48499137027416284
73,-30.871590375589587,1,0,1,-30.871590375589587,0.4801414565714212
74,-32.67767121972194,122,0,1,-0.26784976409608147,0.475340042005707
75,-30.840000773550383,1,0,1,-30.840000773550383,0.47058664158564995
76,-30.810227058847545,1,0,1,-30.810227058847545,0.4658807751697934
77,-22.011401817911846,86,0,1,-0.2559465327664168,0.4612219674180955
78,-30.817378346013697,1,0,1,-30.817378346013697,0.45660974774391455
79,-30.822006290898905,1,0,1,-30.822006290898905,0.4520436502664754
80,-38.27772489227776,94,0,1,-0.4072098392795506,0.44752321376381066
81,-60.506924121044776,3,0,1,-20.168974707014925,0.44304798162617254
82,-25.926958059398082,111,0,1,-0.23357619873331606,0.4386175018099108
83,-31.105550101905287,1,0,1,-31.105550101905287,0.4342313267918117
84,-30.81009013828581,1,0,1,-30.81009013828581,0.4298890135238936
85,-30.810189721318267,1,0,1,-30.810189721318267,0.42559012338865465
86,-30.293029525429446,114,0,1,-0.26572832917043376,0.4213342221547681
87,-31.155818971659297,1,0,1,-31.155818971659297,0.41712087993322045
88,-30.83424255325018,1,0,1,-30.83424255325018,0.41294967113388825
89,-18.64257937947565,94,0,1,-0.1983253125476133,0.40882017442254937
90,-30.88191880126139,1,0,1,-30.88191880126139,0.4047319726783239
91,-30.814314616780813,1,0,1,-30.814314616780813,0.40068465295154065
92,-10.632581008004689,55,0,1,-0.19331965469099432,0.39667780642202527
93,-30.851463638788243,1,0,1,-30.851463638788243,0.392711028357805
94,-30.8143173186061,1,0,1,-30.8143173186061,0.38878391807422696
95,-10.206992848813758,40,0,1,-0.25517482122034396,0.3848960788934847
96,-30.907382553313486,1,0,1,-30.907382553313486,0.38104711810454983
97,-30.815221425705786,1,0,1,-30.815221425705786,0.37723664692350434
98,-15.725442475311322,72,0,1,-0.21840892326821282,0.37346428045426927
99,-30.917151558615764,1,0,1,-30.917151558615764,0.36972963764972655
100,-30.830492246295364,1,0,1,-30.830492246295364,0.36603234127322926
101,-47.589782540158794,119,0,1,-0.39991413899293105,0.36237201786049694
102,-30.924690668572207,1,0,1,-30.924690668572207,0.358748297681892
103,-30.8385093324954,1,0,1,-30.8385093324954,0.35516081470507305
104,-67.07599347035497,152,0,1,-0.44128943072601956,0.3516092065580223
105,-30.93831103163249,1,0,1,-30.93831103163249,0.34809311449244207
106,-30.8157989195234,1,0,1,-30.8157989195234,0.34461218334751764
107,-17.483228888978694,60,0,1,-0.2913871481496449,0.34116606151404244
108,-30.990097432264736,1,0,1,-30.990097432264736,0.337754400898902
109,-30.830155599720097,1,0,1,-30.830155599720097,0.334376856889913
110,-11.6520795531945,52,0,1,-0.22407845294604808,0.33103308832101386
111,-30.854928559835415,1,0,1,-30.854928559835415,0.3277227574378037
112,-30.92969716324854,1,0,1,-30.92969716324854,0.3244455298634257
113,-240.92711170416808,268,0,1,-0.8989817600901794,0.3212010745647914
114,-31.46682174684066,1,0,1,-31.46682174684066,0.3179890638191435
115,-30.73278193031791,1,0,1,-30.73278193031791,0.31480917318095203
116,-25.664164689797786,67,0,1,-0.3830472341760864,0.3116610814491425
117,-30.70446684444265,1,0,1,-30.70446684444265,0.30854447063465107
118,-30.156023387667073,1,0,1,-30.156023387667073,0.30545902592830454
119,-13.681303476925468,80,0,1,-0.17101629346156835,0.3024044356690215
120,-30.847542964311486,1,0,1,-30.847542964311486,0.29938039131233124
121,-30.915080625571065,1,0,1,-30.915080625571065,0.2963865873992079
122,-13.210711303914735,69,0,1,-0.19145958411470632,0.29342272152521587
123,-30.858572498975647,1,0,1,-30.858572498975647,0.2904884943099637
124,-30.821058042236125,1,0,1,-30.821058042236125,0.28758360936686406
125,-65.9949452194071,212,0,1,-0.31129691141229765,0.2847077732731954
126,-31.04831322046705,1,0,1,-31.04831322046705,0.28186069554046345
127,-30.799889396551208,1,0,1,-30.799889396551208,0.2790420885850588
128,-20.221030633385606,100,0,1,-0.20221030633385606,0.2762516676992082
129,-30.863697781886213,1,0,1,-30.863697781886213,0.27348915102221616
130,-30.810455301966478,1,0,1,-30.810455301966478,0.270754259511994
131,-23.407688507804387,111,0,1,-0.21088007664688638,0.26804671691687404
132,-30.741602379368512,1,0,1,-30.741602379368512,0.2653662497477053
133,-30.820718677535236,1,0,1,-30.820718677535236,0.2627125872502282
134,-12.263633661793989,32,0,1,-0.38323855193106215,0.2600854613777259
135,-30.82791306665861,1,0,1,-30.82791306665861,0.2574846067639487
136,-30.81058077848908,1,0,1,-30.81058077848908,0.2549097606963092
137,-10.047538229234348,58,0,1,-0.1732334177454198,0.2523606630893461
138,-30.884862049718148,1,0,1,-30.884862049718148,0.24983705645845267
139,-30.804196282993075,1,0,1,-30.804196282993075,0.24733868589386815
140,-20.550757182542597,73,0,1,-0.2815172216786657,0.24486529903492946
141,-30.95574199126208,1,0,1,-30.95574199126208,0.24241664604458016
142,-30.816824293441858,1,0,1,-30.816824293441858,0.23999247958413436
143,-27.65119518511394,80,0,1,-0.34563993981392427,0.23759255478829303
144,-31.0050830868838,1,0,1,-31.0050830868838,0.2352166292404101
145,-30.81172353805585,1,0,1,-30.81172353805585,0.232864462948006
146,-9.308370018052717,59,0,1,-0.1577689833568257,0.23053581831852593
147,-30.81354397372197,1,0,1,-30.81354397372197,0.22823046013534068
148,-30.82889955467035,1,0,1,-30.82889955467035,0.22594815553398728
149,-15.175277489822738,55,0,1,-0.2759141361785952,0.22368867397864742
150,-30.831615599167318,1,0,1,-30.831615599167318,0.22145178723886094
151,-30.817083373564987,1,0,1,-30.817083373564987,0.21923726936647234
152,-32.63795663112222,118,0,1,-0.2765928528061205,0.2170448966728076
153,-30.844050372504324,1,0,1,-30.844050372504324,0.21487444770607952
154,-30.83991211718201,1,0,1,-30.83991211718201,0.21272570322901874
155,-27.521447114513123,126,0,1,-0.21842418344851686,0.21059844619672854
156,-30.932699048735284,1,0,1,-30.932699048735284,0.20849246173476127
157,-30.763636113491206,1,0,1,-30.763636113491206,0.20640753711741366
158,-18.204641763649676,54,0,1,-0.33712299562314213,0.20434346174623952
159,-31.017703543953715,1,0,1,-31.017703543953715,0.20230002712877712
160,-30.754059110115048,1,0,1,-30.754059110115048,0.20027702685748935
161,-7.123411755511956,37,0,1,-0.19252464204086367,0.19827425658891445
162,-30.96544309124894,1,0,1,-30.96544309124894,0.1962915140230253
163,-30.81190534608548,1,0,1,-30.81190534608548,0.19432859888279505
164,-11.088143142993381,53,0,1,-0.20921024798100718,0.1923853128939671
165,-30.90883790124467,1,0,1,-30.90883790124467,0.19046145976502743
166,-30.830759958465205,1,0,1,-30.830759958465205,0.18855684516737714
167,-16.568027535612412,74,0,1,-0.22389226399476234,0.18667127671570335
168,-30.892748713653205,1,0,1,-30.892748713653205,0.18480456394854633
169,-30.817174992497485,1,0,1,-30.817174992497485,0.18295651830906087
170,-20.372433684832757,118,0,1,-0.17264774309180303,0.18112695312597027
171,-30.915343729828923,1,0,1,-30.915343729828923,0.17931568359471056
172,-30.8300854886956,1,0,1,-30.8300854886956,0.17752252675876345
173,-12.145456757442616,58,0,1,-0.2094044268524589,0.17574730149117582
174,-30.83152525394784,1,0,1,-30.83152525394784,0.17398982847626407
175,-30.81557092074965,1,0,1,-30.81557092074965,0.17224993019150142
176,-18.976690693105642,106,0,1,-0.17902538389722303,0.1705274308895864
177,-30.827438498261976,1,0,1,-30.827438498261976,0.16882215658069055
178,-30.815146699523638,1,0,1,-30.815146699523638,0.16713393501488363
179,-9.961002959788889,46,0,1,-0.21654354260410627,0.16546259566473479
180,-30.83791337472354,1,0,1,-30.83791337472354,0.16380796970808745
181,-30.829399523448387,1,0,1,-30.829399523448387,0.16216989001100657
182,-10.142056918972031,53,0,1,-0.19135956450890626,0.1605481911108965
183,-30.87024753234314,1,0,1,-30.87024753234314,0.15894270919978754
184,-30.919352905727774,1,0,1,-30.919352905727774,0.15735328210778965
185,-87.34442307698353,80,0,1,-1.0918052884622942,0.15577974928671176
186,-31.4560797578663,1,0,1,-31.4560797578663,0.15422195179384465
187,-30.75683144063114,1,0,1,-30.75683144063114,0.1526797322759062
188,-10.918673380035884,53,0,1,-0.20601270528369592,0.15115293495314713
189,-31.0650425038171,1,0,1,-31.0650425038171,0.14964140560361566
190,-30.81420879304926,1,0,1,-30.81420879304926,0.1481449915475795
191,-30.522524625712045,1,0,1,-30.522524625712045,0.1466635416321037
192,-18.51530027717378,62,0,1,-0.29863387543828673,0.14519690621578268
193,-30.846002242839898,1,0,1,-30.846002242839898,0.14374493715362485
194,-30.81589114087171,1,0,1,-30.81589114087171,0.1423074877820886
195,-15.217418530842744,64,0,1,-0.23777216454441788,0.1408844129042677
196,-31.096381119115968,1,0,1,-31.096381119115968,0.13947556877522502
197,-30.810547157308562,1,0,1,-30.810547157308562,0.13808081308747278
198,-5.843094772295192,27,0,1,-0.2164109174924145,0.13670000495659804
199,-30.85244846780731,1,0,1,-30.85244846780731,0.13533300490703207
200,-30.907250256015296,1,0,1,-30.907250256015296,0.13397967485796175
201,-10.645768415196933,47,0,1,-0.22650571096163688,0.13263987810938213
202,-30.854854145028572,1,0,1,-30.854854145028572,0.1313134793282883
203,-30.91045238788352,1,0,1,-30.91045238788352,0.13000034453500542
204,-26.385829786345557,105,0,1,-0.25129361701281483,0.12870034108965536
205,-30.82102467134782,1,0,1,-30.82102467134782,0.12741333767875881
206,-30.81775898830714,1,0,1,-30.81775898830714,0.12613920430197123
207,-14.72796758636106,86,0,1,-0.17125543705071,0.12487781225895152
208,-30.894758613471964,1,0,1,-30.894758613471964,0.123629034136362
209,-30.76657479280848,1,0,1,-30.76657479280848,0.12239274379499838
210,-22.991937936431587,115,0,1,-0.1999298950994051,0.1211688163570484
211,-30.953730831516616,1,0,1,-30.953730831516616,0.11995712819347792
212,-30.806875672041986,1,0,1,-30.806875672041986,0.11875755691154315
213,-15.355555498061623,79,0,1,-0.19437412022862813,0.11756998134242772
214,-30.913626249361883,1,0,1,-30.913626249361883,0.11639428152900344
215,-30.8412728939736,1,0,1,-30.8412728939736,0.11523033871371341
216,-37.93061308559239,128,0,1,-0.29633291473119056,0.11407803532657627
217,-30.855115927975948,1,0,1,-30.855115927975948,0.11293725497331052
218,-30.784532212148026,1,0,1,-30.784532212148026,0.1118078824235774
219,-11.921210199866088,77,0,1,-0.15482091168657258,0.11068980359934164
220,-30.887410432325403,1,0,1,-30.887410432325403,0.10958290556334822
221,-30.81034098948206,1,0,1,-30.81034098948206,0.10848707650771475
222,-16.691098297407276,51,0,1,-0.32727643720406424,0.1074022057426376
223,-31.124165355089083,1,0,1,-31.124165355089083,0.10632818368521123
224,-30.8975938587627,1,0,1,-30.8975938587627,0.10526490184835911
225,-33.07443884089338,150,0,1,-0.2204962589392892,0.10421225282987552
226,-30.952471588041693,1,0,1,-30.952471588041693,0.10317013030157676
227,-30.806562986354674,1,0,1,-30.806562986354674,0.10213842899856099
228,-30.81097194523694,1,0,1,-30.81097194523694,0.10111704470857538
229,-33.318099876963714,147,0,1,-0.2266537406596171,0.10010587426148963
230,-59.56545456039059,2,0,1,-29.782727280195296,0.09910481551887473
231,-30.897642556329625,1,0,1,-30.897642556329625,0.09811376736368599
232,-12.83440913286525,77,0,1,-0.1666806380891591,0.09713262969004913
233,-30.79328757181534,1,0,1,-30.79328757181534,0.09616130339314863
234,-30.77448822171386,1,0,1,-30.77448822171386,0.09519969035921715
235,-33.15093400285775,117,0,1,-0.2833413162637415,0.09424769345562498
236,-30.83724027101355,1,0,1,-30.83724027101355,0.09330521652106873
237,-30.84055368309032,1,0,1,-30.84055368309032,0.09237216435585804
238,-18.260735965434336,42,0,1,-0.4347794277484366,0.09144844271229946
239,-30.804813932137375,1,0,1,-30.804813932137375,0.09053395828517646
240,-30.676770603597824,1,0,1,-30.676770603597824,0.08962861870232469
241,-26.48709434199266,104,0,1,-0.2546835994422371,0.08873233251530144
242,-31.05874384555662,1,0,1,-31.05874384555662,0.08784500919014843
243,-30.769950479978615,1,0,1,-30.769950479978615,0.08696655909824694
244,-15.065517190522845,54,0,1,-0.2789910590837564,0.08609689350726446
245,-30.80929439775025,1,0,1,-30.80929439775025,0.08523592457219181
246,-30.915093784869256,1,0,1,-30.915093784869256,0.0843835653264699
247,-33.23698975938499,91,0,1,-0.3652416457075274,0.0835397296732052
248,-30.86217102273675,1,0,1,-30.86217102273675,0.08270433237647315
249,-30.720065524282898,1,0,1,-30.720065524282898,0.08187728905270841
250,-32.8954378772584,206,0,1,-0.15968659163717672,0.08105851616218133
251,-30.859819966058073,1,0,1,-30.859819966058073,0.08024793100055952
252,-30.823281398175936,1,0,1,-30.823281398175936,0.07944545169055392
253,-13.259471539076845,62,0,1,-0.2138624441786588,0.07865099717364837
254,-31.256304999603657,1,0,1,-31.256304999603657,0.07786448720191189
255,-30.739883816015716,1,0,1,-30.739883816015716,0.07708584232989277
256,-35.526881087047215,118,0,1,-0.30107526344955265,0.07631498390659384
257,-30.88952003039861,1,0,1,-30.88952003039861,0.07555183406752791
258,-30.812768000861727,1,0,1,-30.812768000861727,0.07479631572685264
259,-6.7603053441254595,53,0,1,-0.12755293102123508,0.07404835256958411
260,-30.91960349803986,1,0,1,-30.91960349803986,0.07330786904388827
261,-30.88226242937246,1,0,1,-30.88226242937246,0.07257479035344938
262,-19.311183649073165,100,0,1,-0.19311183649073166,0.07184904244991488
263,-30.821980875277372,1,0,1,-30.821980875277372,0.07113055202541574
264,-30.815065411105856,1,0,1,-30.815065411105856,0.07041924650516158
265,-38.889061878466066,176,0,1,-0.22096057885492082,0.06971505404010997
266,-30.90325251640546,1,0,1,-30.90325251640546,0.06901790349970886
267,-30.829919996718516,1,0,1,-30.829919996718516,0.06832772446471178
268,-14.495083453165673,64,0,1,-0.22648567895571364,0.06764444722006466
269,-30.855482615846974,1,0,1,-30.855482615846974,0.066968002747864
270,-30.81733216300222,1,0,1,-30.81733216300222,0.06629832272038537
271,-17.435664120924486,86,0,1,-0.20274028047586612,0.06563533949318151
272,-30.86850015246479,1,0,1,-30.86850015246479,0.06497898609824969
273,-30.830006122993474,1,0,1,-30.830006122993474,0.0643291962372672
274,-14.230752247033081,101,0,1,-0.14089853709933745,0.06368590427489453
275,-30.823555007996532,1,0,1,-30.823555007996532,0.06304904523214558
276,-30.817533753677097,1,0,1,-30.817533753677097,0.06241855477982412
277,-21.169696717910995,118,0,1,-0.179404209473822,0.06179436923202588
278,-30.903643817813226,1,0,1,-30.903643817813226,0.06117642553970562
279,-30.840150650066214,1,0,1,-30.840150650066214,0.06056466128430856
280,-21.007993479052047,117,0,1,-0.17955549982095767,0.05995901467146548
281,-30.88109006688371,1,0,1,-30.88109006688371,0.05935942452475082
282,-30.81630908329267,1,0,1,-30.81630908329267,0.058765830279503314
283,-24.676091752868565,108,0,1,-0.2284823310450793,0.05817817197670828
284,-30.839193165878452,1,0,1,-30.839193165878452,0.057596390256941195
285,-30.816257312428778,1,0,1,-30.816257312428778,0.05702042635437178
286,-41.08127789621011,241,0,1,-0.17046173400917058,0.05645022209082806
287,-30.948011207428895,1,0,1,-30.948011207428895,0.05588571986991978
288,-30.815704771187,1,0,1,-30.815704771187,0.055326862671220584
289,-23.49290760240234,104,0,1,-0.22589334233079172,0.05477359404450838
290,-30.90819293825069,1,0,1,-30.90819293825069,0.054225858104063294
291,-30.81406113610541,1,0,1,-30.81406113610541,0.05368359952302266
292,-11.966894554434589,79,0,1,-0.1514796779042353,0.053146763527792434
293,-30.944965501125,1,0,1,-30.944965501125,0.052615295892514506
294,-30.92409914034724,1,0,1,-30.92409914034724,0.052089142933589364
295,-33.179674387537375,178,0,1,-0.18640266509852457,0.05156825150425347
296,-30.84035351179508,1,0,1,-30.84035351179508,0.051052568989210935
297,-30.815446209983754,1,0,1,-30.815446209983754,0.05054204329931883
298,-16.362571245651687,83,0,1,-0.1971394125982131,0.05003662286632564
299,-31.05110776119354,1,0,1,-31.05110776119354,0.04953625663766238
300,-30.915535455331707,1,0,1,-30.915535455331707,0.04953625663766238
301,-18.332931208015953,96,0,1,-0.19096803341683286,0.04953625663766238
302,-30.881205493757115,1,0,1,-30.881205493757115,0.04953625663766238
303,-30.815410524281027,1,0,1,-30.815410524281027,0.04953625663766238
304,-30.82964007238081,1,0,1,-30.82964007238081,0.04953625663766238
305,-15.83123643841958,110,0,1,-0.14392033125835982,0.04953625663766238
306,-30.907594700855633,1,0,1,-30.907594700855633,0.04953625663766238
307,-30.924573907542744,1,0,1,-30.924573907542744,0.04953625663766238
308,-19.37638658324071,94,0,1,-0.2061317721621352,0.04953625663766238
309,-30.821005531116832,1,0,1,-30.821005531116832,0.04953625663766238
310,-30.82636336846642,1,0,1,-30.82636336846642,0.04953625663766238
311,-17.787470838656844,72,0,1,-0.24704820609245617,0.04953625663766238
312,-30.89134240531643,1,0,1,-30.89134240531643,0.04953625663766238
313,-30.816447010325657,1,0,1,-30.816447010325657,0.04953625663766238
314,-24.262785375042967,189,0,1,-0.12837452579387812,0.04953625663766238
315,-30.925179492802446,1,0,1,-30.925179492802446,0.04953625663766238
316,-30.82821760948713,1,0,1,-30.82821760948713,0.04953625663766238
317,-30.81579757810462,1,0,1,-30.81579757810462,0.04953625663766238
318,-16.852132474754733,87,0,1,-0.1937026721236176,0.04953625663766238
319,-30.918518956095646,1,0,1,-30.918518956095646,0.04953625663766238
320,-30.825234751264443,1,0,1,-30.825234751264443,0.04953625663766238
321,-36.796847278080406,219,0,1,-0.16802213368986488,0.04953625663766238
322,-30.831830201294274,1,0,1,-30.831830201294274,0.04953625663766238
323,-30.909975033211843,1,0,1,-30.909975033211843,0.04953625663766238
324,-57.680430014902285,37,0,1,-1.558930540943305,0.04953625663766238
325,-31.50102273426219,1,0,1,-31.50102273426219,0.04953625663766238
326,-30.82491263158582,1,0,1,-30.82491263158582,0.04953625663766238
327,-11.994874157888926,62,0,1,-0.19346571222401493,0.04953625663766238
328,-30.816073978442844,1,0,1,-30.816073978442844,0.04953625663766238
329,-30.815872244784792,1,0,1,-30.815872244784792,0.04953625663766238
330,-13.271679325292641,43,0,1,-0.30864370523936374,0.04953625663766238
331,-30.96319479988931,1,0,1,-30.96319479988931,0.04953625663766238
332,-30.84608049548225,1,0,1,-30.84608049548225,0.04953625663766238
333,-12.751914479610456,89,0,1,-0.1432799379731512,0.04953625663766238
334,-30.8248264172522,1,0,1,-30.8248264172522,0.04953625663766238
335,-30.905589534278413,1,0,1,-30.905589534278413,0.04953625663766238
336,-26.30041689295672,89,0,1,-0.295510302168053,0.04953625663766238
337,-30.661988610545805,1,0,1,-30.661988610545805,0.04953625663766238
338,-30.090399556701353,1,0,1,-30.090399556701353,0.04953625663766238
339,-31.11624933514262,168,0,1,-0.1852157698520394,0.04953625663766238
340,-30.827594098893947,1,0,1,-30.827594098893947,0.04953625663766238
341,-30.830640734831334,1,0,1,-30.830640734831334,0.04953625663766238
342,-26.19377639843128,91,0,1,-0.287843696686058,0.04953625663766238
343,-30.83115932559011,1,0,1,-30.83115932559011,0.04953625663766238
344,-30.816001671427635,1,0,1,-30.816001671427635,0.04953625663766238
345,-18.180104497887676,98,0,1,-0.18551127038660895,0.04953625663766238
346,-30.815380538531254,1,0,1,-30.815380538531254,0.04953625663766238
347,-30.840246972157168,1,0,1,-30.840246972157168,0.04953625663766238
348,-6.665341872658029,34,0,1,-0.1960394668428832,0.04953625663766238
349,-30.88143715641213,1,0,1,-30.88143715641213,0.04953625663766238
350,-30.914487045205295,1,0,1,-30.914487045205295,0.04953625663766238
351,-18.932097912355445,113,0,1,-0.1675406894898712,0.04953625663766238
352,-30.997566446575135,1,0,1,-30.997566446575135,0.04953625663766238
353,-30.811873012421106,1,0,1,-30.811873012421106,0.04953625663766238
354,-4.767172034315717,24,0,1,-0.1986321680964882,0.04953625663766238
355,-30.83352482666237,1,0,1,-30.83352482666237,0.04953625663766238
356,-30.803208102522355,1,0,1,-30.803208102522355,0.04953625663766238
357,-30.825812659436956,1,0,1,-30.825812659436956,0.04953625663766238
358,-26.838820243162445,157,0,1,-0.17094789963797735,0.04953625663766238
359,-30.83923973369782,1,0,1,-30.83923973369782,0.04953625663766238
360,-30.81423834365332,1,0,1,-30.81423834365332,0.04953625663766238
361,-11.379149881109509,46,0,1,-0.24737282350238063,0.04953625663766238
362,-30.812874453338406,1,0,1,-30.812874453338406,0.04953625663766238
363,-30.82047784548846,1,0,1,-30.82047784548846,0.04953625663766238
364,-19.24797995272141,108,0,1,-0.1782220365992723,0.04953625663766238
365,-30.843902331269703,1,0,1,-30.843902331269703,0.04953625663766238
366,-30.913149039023867,1,0,1,-30.913149039023867,0.04953625663766238
367,-40.283116741084214,135,0,1,-0.2983934573413646,0.04953625663766238
368,-30.92969279555544,1,0,1,-30.92969279555544,0.04953625663766238
369,-30.817250822684727,1,0,1,-30.817250822684727,0.04953625663766238
370,-11.501237634101553,71,0,1,-0.16198926245213455,0.04953625663766238
371,-30.890481870756272,1,0,1,-30.890481870756272,0.04953625663766238
372,-30.807513396324786,1,0,1,-30.807513396324786,0.04953625663766238
373,-16.858347940882553,131,0,1,-0.12868967893803476,0.04953625663766238
374,-30.87498071985562,1,0,1,-30.87498071985562,0.04953625663766238
375,-30.68489051077579,1,0,1,-30.68489051077579,0.04953625663766238
376,-20.275486592015323,98,0,1,-0.20689272032668696,0.04953625663766238
377,-30.920618529308758,1,0,1,-30.920618529308758,0.04953625663766238
378,-30.815464368788454,1,0,1,-30.815464368788454,0.04953625663766238
379,-30.83461611638802,1,0,1,-30.83461611638802,0.04953625663766238
380,-6.2944606620407235,33,0,1,-0.19074123218305222,0.04953625663766238
381,-30.837312465839666,1,0,1,-30.837312465839666,0.04953625663766238
382,-30.815982905126514,1,0,1,-30.815982905126514,0.04953625663766238
383,-20.913919337214033,66,0,1,-0.31687756571536413,0.04953625663766238
384,-30.81402844287877,1,0,1,-30.81402844287877,0.04953625663766238
385,-30.920802446287897,1,0,1,-30.920802446287897,0.04953625663766238
386,-27.21094315671899,202,0,1,-0.13470763938969796,0.04953625663766238
387,-31.147012121828407,1,0,1,-31.147012121828407,0.04953625663766238
388,-30.13220149920236,1,0,1,-30.13220149920236,0.04953625663766238
389,-16.120769719933207,111,0,1,-0.1452321596390379,0.04953625663766238
390,-31.05146792162578,1,0,1,-31.05146792162578,0.04953625663766238
391,-30.921135810822364,1,0,1,-30.921135810822364,0.04953625663766238
392,-9.784219181484538,44,0,1,-0.22236861776101222,0.04953625663766238
393,-30.873542104656323,1,0,1,-30.873542104656323,0.04953625663766238
394,-30.8151924525811,1,0,1,-30.8151924525811,0.04953625663766238
395,-16.598876252535554,90,0,1,-0.18443195836150617,0.04953625663766238
