episode,total_reward,steps,success,crashes,avg_reward_per_step,epsilon_end
396,-30.907578723814996,1,0,1,-30.907578723814996,0.04953625663766238
397,-30.90743030272738,1,0,1,-30.90743030272738,0.04953625663766238
398,-25.522574237427584,93,0,1,-0.27443628212287724,0.04953625663766238
399,-30.812242811024895,1,0,1,-30.812242811024895,0.04953625663766238
400,-30.815139342937005,1,0,1,-30.815139342937005,0.04953625663766238
401,-15.20341516961775,138,0,1,-0.11016967514215761,0.04953625663766238
402,-30.910677280137417,1,0,1,-30.910677280137417,0.04953625663766238
403,-30.91948717147141,1,0,1,-30.91948717147141,0.04953625663766238
404,-23.117108604367033,165,0,1,-0.14010368851131536,0.04953625663766238
405,-30.874554235334667,1,0,1,-30.874554235334667,0.04953625663766238
406,-30.81007256731623,1,0,1,-30.81007256731623,0.04953625663766238
407,-29.836867366295337,218,0,1,-0.13686636406557495,0.04953625663766238
408,-30.826292766153315,1,0,1,-30.826292766153315,0.04953625663766238
409,-30.81654400848851,1,0,1,-30.81654400848851,0.04953625663766238
410,-21.074746762549093,133,0,1,-0.15845674257555709,0.04953625663766238
411,-30.837513605286606,1,0,1,-30.837513605286606,0.04953625663766238
412,-30.815111158474167,1,0,1,-30.815111158474167,0.04953625663766238
413,-32.061506465739,143,0,1,-0.22420633892125175,0.04953625663766238
414,-30.457478406789416,1,0,1,-30.457478406789416,0.04953625663766238
415,-72.15707588886298,358,0,1,-0.2015560779018519,0.04953625663766238
416,-30.821520140524466,1,0,1,-30.821520140524466,0.04953625663766238
417,-30.823221102369068,1,0,1,-30.823221102369068,0.04953625663766238
418,-23.716630039103375,171,0,1,-0.13869374291873318,0.04953625663766238
419,-30.817406890138948,1,0,1,-30.817406890138948,0.04953625663766238
420,-30.808803547026105,1,0,1,-30.808803547026105,0.04953625663766238
421,-30.960448026330283,1,0,1,-30.960448026330283,0.04953625663766238
422,-67.63974926974748,594,0,1,-0.11387163176725165,0.04953625663766238
423,-30.8541942253942,1,0,1,-30.8541942253942,0.04953625663766238
424,-30.818716514235827,1,0,1,-30.818716514235827,0.04953625663766238
425,-97.07438498941218,756,0,1,-0.12840527115001613,0.04953625663766238
426,-30.88319807661459,1,0,1,-30.88319807661459,0.04953625663766238
427,-30.814194565139914,1,0,1,-30.814194565139914,0.04953625663766238
428,-23.204707212906722,111,0,1,-0.209051416332493,0.04953625663766238
429,-30.85144053238424,1,0,1,-30.85144053238424,0.04953625663766238
430,-30.81395620991566,1,0,1,-30.81395620991566,0.04953625663766238
431,-31.566453802823442,213,0,1,-0.14819931362827907,0.04953625663766238
432,-30.892467460546712,1,0,1,-30.892467460546712,0.04953625663766238
433,-30.836860945928326,1,0,1,-30.836860945928326,0.04953625663766238
434,-46.22590334206436,273,0,1,-0.16932565326763502,0.04953625663766238
435,-30.829026656371234,1,0,1,-30.829026656371234,0.04953625663766238
436,-30.81012522452261,1,0,1,-30.81012522452261,0.04953625663766238
437,-49.60948227589423,333,0,1,-0.14897742425193464,0.04953625663766238
438,-30.813853171922297,1,0,1,-30.813853171922297,0.04953625663766238
439,-30.81016186655973,1,0,1,-30.81016186655973,0.04953625663766238
440,-23.600288633507226,179,0,1,-0.13184518789668842,0.04953625663766238
441,-30.866706089975935,1,0,1,-30.866706089975935,0.04953625663766238
442,-30.810860736772867,1,0,1,-30.810860736772867,0.04953625663766238
443,-43.77995044237102,216,0,1,-0.20268495575171766,0.04953625663766238
444,-30.810014031855317,1,0,1,-30.810014031855317,0.04953625663766238
445,-30.81602679183407,1,0,1,-30.81602679183407,0.04953625663766238
446,-24.211052824242852,161,0,1,-0.15037921008846492,0.04953625663766238
447,-30.856932844997,1,0,1,-30.856932844997,0.04953625663766238
448,-30.83192696972,1,0,1,-30.83192696972,0.04953625663766238
449,-34.86255681016767,144,0,1,-0.2421010889594977,0.04953625663766238
450,-30.81739324029562,1,0,1,-30.81739324029562,0.04953625663766238
451,-30.82071416021451,1,0,1,-30.82071416021451,0.04953625663766238
452,-32.89553773367236,227,0,1,-0.1449142631439311,0.04953625663766238
453,-30.90006212989627,1,0,1,-30.90006212989627,0.04953625663766238
454,-30.91484863190784,1,0,1,-30.91484863190784,0.04953625663766238
455,-10.203530833102217,86,0,1,-0.11864570736165368,0.04953625663766238
456,-30.841703815829515,1,0,1,-30.841703815829515,0.04953625663766238
457,-30.81231694631148,1,0,1,-30.81231694631148,0.04953625663766238
458,-24.699362201255816,150,0,1,-0.16466241467503878,0.04953625663766238
459,-30.938540692690175,1,0,1,-30.938540692690175,0.04953625663766238
460,-30.810080013609266,1,0,1,-30.810080013609266,0.04953625663766238
461,-50.96953680276148,304,0,1,-0.16766295000908382,0.04953625663766238
462,-30.830548518287763,1,0,1,-30.830548518287763,0.04953625663766238
463,-30.810033927250874,1,0,1,-30.810033927250874,0.04953625663766238
464,-18.73839273695502,147,0,1,-0.12747205943506817,0.04953625663766238
465,-30.832299040356087,1,0,1,-30.832299040356087,0.04953625663766238
466,-30.817184346125515,1,0,1,-30.817184346125515,0.04953625663766238
467,-30.64695649749166,127,0,1,-0.24131461809048552,0.04953625663766238
468,-30.88317000141191,1,0,1,-30.88317000141191,0.04953625663766238
469,-30.828331357168242,1,0,1,-30.828331357168242,0.04953625663766238
470,-17.419465498733768,123,0,1,-0.14162167072141274,0.04953625663766238
471,-30.7499563945095,1,0,1,-30.7499563945095,0.04953625663766238
472,-30.823765689442784,1,0,1,-30.823765689442784,0.04953625663766238
473,-31.31950774852748,111,0,1,-0.2821577274642115,0.04953625663766238
474,-30.834241994366835,1,0,1,-30.834241994366835,0.04953625663766238
475,-30.897104349170096,1,0,1,-30.897104349170096,0.04953625663766238
476,-9.757115477309888,49,0,1,-0.19912480565938548,0.04953625663766238
477,-30.76828804595712,1,0,1,-30.76828804595712,0.04953625663766238
478,-30.731729897421662,1,0,1,-30.731729897421662,0.04953625663766238
479,-6.666207922693484,57,0,1,-0.11695101618760499,0.04953625663766238
480,-30.853292936961694,1,0,1,-30.853292936961694,0.04953625663766238
481,-30.815936390900134,1,0,1,-30.815936390900134,0.04953625663766238
482,-11.870735254940463,78,0,1,-0.15218891352487773,0.04953625663766238
483,-30.89773772254147,1,0,1,-30.89773772254147,0.04953625663766238
484,-30.810757179910308,1,0,1,-30.810757179910308,0.04953625663766238
485,-13.226477970327092,101,0,1,-0.1309552274289811,0.04953625663766238
486,-30.71585947791775,1,0,1,-30.71585947791775,0.04953625663766238
487,-30.731571277956352,1,0,1,-30.731571277956352,0.04953625663766238
488,-20.86973328472128,141,0,1,-0.14801229279944172,0.04953625663766238
489,-30.914704433315638,1,0,1,-30.914704433315638,0.04953625663766238
490,-30.82904444233213,1,0,1,-30.82904444233213,0.04953625663766238
491,-15.86244916944212,116,0,1,-0.13674525146070793,0.04953625663766238
492,-30.83345212417404,1,0,1,-30.83345212417404,0.04953625663766238
493,-30.811757880509088,1,0,1,-30.811757880509088,0.04953625663766238
494,-35.48395340271564,149,0,1,-0.23814733827325935,0.04953625663766238
495,-30.861099364067346,1,0,1,-30.861099364067346,0.04953625663766238
496,-30.819241139570938,1,0,1,-30.819241139570938,0.04953625663766238
497,-17.02118294366919,84,0,1,-0.20263313028177604,0.04953625663766238
498,-30.747264328028805,1,0,1,-30.747264328028805,0.04953625663766238
499,-30.776273240112086,1,0,1,-30.776273240112086,0.04953625663766238
500,-19.0440004197362,148,0,1,-0.1286756785117311,0.04953625663766238
501,-30.866062333659514,1,0,1,-30.866062333659514,0.04953625663766238
502,-30.8289776324238,1,0,1,-30.8289776324238,0.04953625663766238
503,-7.161719167427012,26,0,1,-0.27545073720873126,0.04953625663766238
504,-30.86228723195571,1,0,1,-30.86228723195571,0.04953625663766238
505,-30.8151931272682,1,0,1,-30.8151931272682,0.04953625663766238
506,-52.72798253441111,299,0,1,-0.17634776767361576,0.04953625663766238
507,-30.833614546232727,1,0,1,-30.833614546232727,0.04953625663766238
508,-30.810095107876553,1,0,1,-30.810095107876553,0.04953625663766238
509,-17.164609891339204,141,0,1,-0.12173482192439151,0.04953625663766238
510,-30.929629872480323,1,0,1,-30.929629872480323,0.04953625663766238
511,-30.72087954380933,1,0,1,-30.72087954380933,0.04953625663766238
512,-12.877643601638884,151,0,1,-0.0852824079578734,0.04953625663766238
513,-30.841538356965344,1,0,1,-30.841538356965344,0.04953625663766238
514,-30.818552732738432,1,0,1,-30.818552732738432,0.04953625663766238
515,-52.42078492958029,191,0,1,-0.27445437135905915,0.04953625663766238
516,-31.040946719738102,1,0,1,-31.040946719738102,0.04953625663766238
517,-30.053276318616142,1,0,1,-30.053276318616142,0.04953625663766238
518,-31.13048079758164,314,0,1,-0.09914165859102433,0.04953625663766238
519,-30.84620469690133,1,0,1,-30.84620469690133,0.04953625663766238
520,-30.825817505066397,1,0,1,-30.825817505066397,0.04953625663766238
521,-31.950273172538758,203,0,1,-0.1573905082391072,0.04953625663766238
522,-30.828682891955545,1,0,1,-30.828682891955545,0.04953625663766238
523,-30.81629448256615,1,0,1,-30.81629448256615,0.04953625663766238
524,-34.632590846584634,159,0,1,-0.21781503677097255,0.04953625663766238
525,-31.13182464548724,1,0,1,-31.13182464548724,0.04953625663766238
526,-30.845350428653134,1,0,1,-30.845350428653134,0.04953625663766238
527,-30.830415200396814,1,0,1,-30.830415200396814,0.04953625663766238
528,-16.85165036492853,110,0,1,-0.1531968214993503,0.04953625663766238
529,-30.823751185516002,1,0,1,-30.823751185516002,0.04953625663766238
530,-30.8100728478824,1,0,1,-30.8100728478824,0.04953625663766238
531,-21.49923039931539,136,0,1,-0.15808257646555435,0.04953625663766238
532,-30.82675878677592,1,0,1,-30.82675878677592,0.04953625663766238
533,-30.8198175805535,1,0,1,-30.8198175805535,0.04953625663766238
534,-40.19961933302789,213,0,1,-0.18873060719731405,0.04953625663766238
535,-30.842302367184928,1,0,1,-30.842302367184928,0.04953625663766238
536,-30.909864023253835,1,0,1,-30.909864023253835,0.04953625663766238
537,-11.239961019187731,127,0,1,-0.08850363007234434,0.04953625663766238
538,-30.882045462718374,1,0,1,-30.882045462718374,0.04953625663766238
539,-30.81012984591778,1,0,1,-30.81012984591778,0.04953625663766238
540,-29.975583635000433,269,0,1,-0.11143339641264101,0.04953625663766238
541,-30.826741469764368,1,0,1,-30.826741469764368,0.04953625663766238
542,-30.810075545249923,1,0,1,-30.810075545249923,0.04953625663766238
543,-14.638966449649272,53,0,1,-0.2762069141443259,0.04953625663766238
544,-30.902967505482497,1,0,1,-30.902967505482497,0.04953625663766238
545,-30.820381744501237,1,0,1,-30.820381744501237,0.04953625663766238
546,-26.69382618762146,129,0,1,-0.20692888517536015,0.04953625663766238
547,-30.870706428309415,1,0,1,-30.870706428309415,0.04953625663766238
548,-30.825026926089123,1,0,1,-30.825026926089123,0.04953625663766238
549,-10.909612472162632,96,0,1,-0.11364179658502742,0.04953625663766238
550,-30.94369752957029,1,0,1,-30.94369752957029,0.04953625663766238
551,-30.81594420938968,1,0,1,-30.81594420938968,0.04953625663766238
552,-30.852379844932155,1,0,1,-30.852379844932155,0.04953625663766238
553,-24.75511272590562,224,0,1,-0.11051389609779294,0.04953625663766238
554,-30.964580659424605,1,0,1,-30.964580659424605,0.04953625663766238
555,-30.836618777710292,1,0,1,-30.836618777710292,0.04953625663766238
556,-38.96637144904025,224,0,1,-0.17395701539750114,0.04953625663766238
557,-30.90447293216732,1,0,1,-30.90447293216732,0.04953625663766238
558,-30.685011915524562,1,0,1,-30.685011915524562,0.04953625663766238
559,-24.81464442898519,147,0,1,-0.16880710495908294,0.04953625663766238
560,-30.766929216718374,1,0,1,-30.766929216718374,0.04953625663766238
561,-30.69792781139356,1,0,1,-30.69792781139356,0.04953625663766238
562,-19.86456067625106,214,0,1,-0.09282504988902364,0.04953625663766238
563,-30.879698111811216,1,0,1,-30.879698111811216,0.04953625663766238
564,-30.810127321215177,1,0,1,-30.810127321215177,0.04953625663766238
565,-35.735269801891846,384,0,1,-0.09306059844242669,0.04953625663766238
566,-30.83867016020602,1,0,1,-30.83867016020602,0.04953625663766238
567,-30.815798533316524,1,0,1,-30.815798533316524,0.04953625663766238
568,-19.017172194687955,219,0,1,-0.08683640271547012,0.04953625663766238
569,-30.83874135457251,1,0,1,-30.83874135457251,0.04953625663766238
570,-30.82244233355736,1,0,1,-30.82244233355736,0.04953625663766238
571,-18.103130252976776,177,0,1,-0.10227757205071625,0.04953625663766238
572,-30.859377756612876,1,0,1,-30.859377756612876,0.04953625663766238
573,-30.824432429899367,1,0,1,-30.824432429899367,0.04953625663766238
574,-18.33152926217897,111,0,1,-0.16514891227188264,0.04953625663766238
575,-31.03745584988376,1,0,1,-31.03745584988376,0.04953625663766238
576,-30.811273563324164,1,0,1,-30.811273563324164,0.04953625663766238
577,-30.510555420776736,1,0,1,-30.510555420776736,0.04953625663766238
578,-14.87587173080956,78,0,1,-0.19071630424114822,0.04953625663766238
579,-30.879785879987484,1,0,1,-30.879785879987484,0.04953625663766238
580,-30.830491998078966,1,0,1,-30.830491998078966,0.04953625663766238
581,-39.80218835496013,177,0,1,-0.22487112064949225,0.04953625663766238
582,-30.921294293309753,1,0,1,-30.921294293309753,0.04953625663766238
583,-30.821769573067233,1,0,1,-30.821769573067233,0.04953625663766238
584,-9.383204744948578,45,0,1,-0.2085156609988573,0.04953625663766238
585,-30.937131029417994,1,0,1,-30.937131029417994,0.04953625663766238
586,-30.82447773935116,1,0,1,-30.82447773935116,0.04953625663766238
587,-65.51700007096207,399,0,1,-0.16420300769664678,0.04953625663766238
588,-30.818425980949105,1,0,1,-30.818425980949105,0.04953625663766238
589,-30.91479868478893,1,0,1,-30.91479868478893,0.04953625663766238
590,-12.189984466070431,130,0,1,-0.09376911127746486,0.04953625663766238
591,-30.810014971058962,1,0,1,-30.810014971058962,0.04953625663766238
592,-30.80669651976609,1,0,1,-30.80669651976609,0.04953625663766238
593,-59.65634246358887,349,0,1,-0.17093507869223173,0.04953625663766238
594,-30.85512234783953,1,0,1,-30.85512234783953,0.04953625663766238
595,-30.936156401088915,1,0,1,-30.936156401088915,0.04953625663766238
596,-7.023805698498993,45,0,1,-0.1560845710777554,0.04953625663766238
597,-30.822244607086848,1,0,1,-30.822244607086848,0.04953625663766238
598,-30.818867116963403,1,0,1,-30.818867116963403,0.04953625663766238
599,-27.514355826381184,187,0,1,-0.14713559265444484,0.04953625663766238
600,-58.96691719121078,2,0,1,-29.48345859560539,0.04953625663766238
601,-30.810346354804203,1,0,1,-30.810346354804203,0.04953625663766238
602,-94.06710473910158,413,0,1,-0.22776538677748567,0.04953625663766238
603,-30.94312297299536,1,0,1,-30.94312297299536,0.04953625663766238
604,-30.8030094700136,1,0,1,-30.8030094700136,0.04953625663766238
605,-13.910555666572659,63,0,1,-0.22080247089797872,0.04953625663766238
606,-30.83195227119002,1,0,1,-30.83195227119002,0.04953625663766238
607,-30.81145895813858,1,0,1,-30.81145895813858,0.04953625663766238
608,-58.902490777906856,423,0,1,-0.1392493871818129,0.04953625663766238
609,-30.83350947011803,1,0,1,-30.83350947011803,0.04953625663766238
610,-30.81011558106464,1,0,1,-30.81011558106464,0.04953625663766238
611,-28.961708400581838,239,0,1,-0.12117869623674409,0.04953625663766238
612,-30.89176644592127,1,0,1,-30.89176644592127,0.04953625663766238
613,-30.818014580328626,1,0,1,-30.818014580328626,0.04953625663766238
614,-18.160482027312025,134,0,1,-0.13552598527844795,0.04953625663766238
615,-30.888283744965914,1,0,1,-30.888283744965914,0.04953625663766238
616,-30.82689520440359,1,0,1,-30.82689520440359,0.04953625663766238
617,-57.58179096712438,576,0,1,-0.09996838709570205,0.04953625663766238
618,-31.207876217910293,1,0,1,-31.207876217910293,0.04953625663766238
619,-30.70981464140418,1,0,1,-30.70981464140418,0.04953625663766238
620,-70.91952514795251,566,0,1,-0.12529951439567583,0.04953625663766238
621,-105.56978887788901,1000,0,0,-0.10556978887788901,0.04953625663766238
622,-80.86524522879272,323,0,1,-0.25035679637397124,0.04953625663766238
623,-31.233284396701276,1,0,1,-31.233284396701276,0.04953625663766238
624,-30.7720863074852,1,0,1,-30.7720863074852,0.04953625663766238
625,-22.494447906677014,120,0,1,-0.18745373255564177,0.04953625663766238
626,-30.83752242963404,1,0,1,-30.83752242963404,0.04953625663766238
627,-30.813851442591393,1,0,1,-30.813851442591393,0.04953625663766238
628,-34.78321388348526,319,0,1,-0.10903828803600395,0.04953625663766238
629,-30.865470217301763,1,0,1,-30.865470217301763,0.04953625663766238
630,-30.836144697503993,1,0,1,-30.836144697503993,0.04953625663766238
631,-20.548096039673847,218,0,1,-0.09425732128290756,0.04953625663766238
632,-30.88697373341768,1,0,1,-30.88697373341768,0.04953625663766238
633,-30.813415121691236,1,0,1,-30.813415121691236,0.04953625663766238
634,-30.8312697369002,1,0,1,-30.8312697369002,0.04953625663766238
635,-24.70060778448582,212,0,1,-0.11651230087021612,0.04953625663766238
636,-30.81785303546526,1,0,1,-30.81785303546526,0.04953625663766238
637,-30.834294539008237,1,0,1,-30.834294539008237,0.04953625663766238
638,-89.87308389466139,637,0,1,-0.14108804379067721,0.04953625663766238
639,-30.77535615050497,1,0,1,-30.77535615050497,0.04953625663766238
640,-30.82399730194501,1,0,1,-30.82399730194501,0.04953625663766238
641,-30.887792049652642,219,0,1,-0.14104014634544584,0.04953625663766238
642,-60.42949096230939,4,0,1,-15.107372740577347,0.04953625663766238
643,-145.11672454215173,481,0,1,-0.3016979720211055,0.04953625663766238
644,-30.840122621272965,1,0,1,-30.840122621272965,0.04953625663766238
645,-30.807013940107428,1,0,1,-30.807013940107428,0.04953625663766238
646,-43.476587302132295,254,0,1,-0.17116766654382792,0.04953625663766238
647,-30.811021185002414,1,0,1,-30.811021185002414,0.04953625663766238
648,-30.817648531023583,1,0,1,-30.817648531023583,0.04953625663766238
649,-36.559042588221814,160,0,1,-0.22849401617638634,0.04953625663766238
650,-30.811626564498596,1,0,1,-30.811626564498596,0.04953625663766238
651,-30.810589409885765,1,0,1,-30.810589409885765,0.04953625663766238
652,-14.895700236149317,93,0,1,-0.16016881974354105,0.04953625663766238
653,-30.82952202998992,1,0,1,-30.82952202998992,0.04953625663766238
654,-30.805085361213358,1,0,1,-30.805085361213358,0.04953625663766238
655,-72.09757994267967,286,0,1,-0.2520894403590198,0.04953625663766238
656,-30.830395465006514,1,0,1,-30.830395465006514,0.04953625663766238
657,-30.83370278535622,1,0,1,-30.83370278535622,0.04953625663766238
658,-20.922060217693424,109,0,1,-0.19194550658434334,0.04953625663766238
659,-30.966533703860048,1,0,1,-30.966533703860048,0.04953625663766238
660,-30.71875953043565,1,0,1,-30.71875953043565,0.04953625663766238
661,-36.91616344519614,347,0,1,-0.10638663817059406,0.04953625663766238
662,-30.838153022046615,1,0,1,-30.838153022046615,0.04953625663766238
663,-30.819639285690975,1,0,1,-30.819639285690975,0.04953625663766238
664,-30.816666772157024,1,0,1,-30.816666772157024,0.04953625663766238
665,-18.130996523374233,80,0,1,-0.2266374565421779,0.04953625663766238
666,-30.873380378939377,1,0,1,-30.873380378939377,0.04953625663766238
667,-30.8115298735911,1,0,1,-30.8115298735911,0.04953625663766238
668,-44.24753567365173,379,0,1,-0.11674811523390959,0.04953625663766238
669,-30.822447445571104,1,0,1,-30.822447445571104,0.04953625663766238
670,-30.806813876691983,1,0,1,-30.806813876691983,0.04953625663766238
671,-26.323820221922094,120,0,1,-0.21936516851601745,0.04953625663766238
672,-30.923724451552665,1,0,1,-30.923724451552665,0.04953625663766238
673,-30.81955759984376,1,0,1,-30.81955759984376,0.04953625663766238
674,-57.74654907861111,322,0,1,-0.17933710893978605,0.04953625663766238
675,-30.825450082251102,1,0,1,-30.825450082251102,0.04953625663766238
676,-30.810922792004213,1,0,1,-30.810922792004213,0.04953625663766238
677,-24.917171805937947,219,0,1,-0.11377704020976231,0.04953625663766238
678,-30.899943052698063,1,0,1,-30.899943052698063,0.04953625663766238
679,-30.810006338538937,1,0,1,-30.810006338538937,0.04953625663766238
680,-37.69429123219352,268,0,1,-0.14065034041863253,0.04953625663766238
681,-30.868762668386545,1,0,1,-30.868762668386545,0.04953625663766238
682,-30.775799963378223,1,0,1,-30.775799963378223,0.04953625663766238
683,-30.813580747375806,274,0,1,-0.11245832389553213,0.04953625663766238
684,-30.83443851791727,1,0,1,-30.83443851791727,0.04953625663766238
685,-30.809073581276714,1,0,1,-30.809073581276714,0.04953625663766238
686,-38.81870233409313,180,0,1,-0.2156594574116285,0.04953625663766238
687,-30.811599958080507,1,0,1,-30.811599958080507,0.04953625663766238
688,-30.80373708645774,1,0,1,-30.80373708645774,0.04953625663766238
689,-26.69186799525465,169,0,1,-0.1579400473091991,0.04953625663766238
690,-30.84672450448957,1,0,1,-30.84672450448957,0.04953625663766238
691,-30.823379024721277,1,0,1,-30.823379024721277,0.04953625663766238
692,-44.57360507497,312,0,1,-0.14286411883003206,0.04953625663766238
693,-31.02080215058649,1,0,1,-31.02080215058649,0.04953625663766238
694,-30.810000434389927,1,0,1,-30.810000434389927,0.04953625663766238
695,-25.598922847434366,191,0,1,-0.134025774070337,0.04953625663766238
696,-31.023922694037328,1,0,1,-31.023922694037328,0.04953625663766238
697,-30.83265587546148,1,0,1,-30.83265587546148,0.04953625663766238
698,-21.3762313652182,112,0,1,-0.19085920861801964,0.04953625663766238
699,-30.898900969252026,1,0,1,-30.898900969252026,0.04953625663766238
700,-30.817040880081347,1,0,1,-30.817040880081347,0.04953625663766238
701,-37.22447167263835,164,0,1,-0.22697848580877045,0.04953625663766238
702,-30.906270212972156,1,0,1,-30.906270212972156,0.04953625663766238
703,-30.901845450013386,1,0,1,-30.901845450013386,0.04953625663766238
704,-19.78555662588191,136,0,1,-0.14548203401383758,0.04953625663766238
705,-30.86313630974483,1,0,1,-30.86313630974483,0.04953625663766238
706,-30.79712955250766,1,0,1,-30.79712955250766,0.04953625663766238
707,-41.39427728063157,173,0,1,-0.2392732790787952,0.04953625663766238
708,-30.839550094847844,1,0,1,-30.839550094847844,0.04953625663766238
709,-30.822443963764695,1,0,1,-30.822443963764695,0.04953625663766238
710,-44.69266880142499,226,0,1,-0.19775517168772122,0.04953625663766238
711,-30.907480047326377,1,0,1,-30.907480047326377,0.04953625663766238
712,-24.96336188010831,108,0,1,-0.2311422396306325,0.04953625663766238
713,-30.807734230604552,1,0,1,-30.807734230604552,0.04953625663766238
714,-30.919485256896987,1,0,1,-30.919485256896987,0.04953625663766238
715,-41.84746643067872,277,0,1,-0.15107388603133112,0.04953625663766238
716,-30.878677916829105,1,0,1,-30.878677916829105,0.04953625663766238
717,-30.810261846081882,1,0,1,-30.810261846081882,0.04953625663766238
718,-30.80345332016186,1,0,1,-30.80345332016186,0.04953625663766238
719,-18.375722979686955,113,0,1,-0.1626170175193536,0.04953625663766238
720,-30.83325613063145,1,0,1,-30.83325613063145,0.04953625663766238
721,-30.818147036561722,1,0,1,-30.818147036561722,0.04953625663766238
722,-11.960195388679828,67,0,1,-0.17851037893551983,0.04953625663766238
723,-30.836346991420637,1,0,1,-30.836346991420637,0.04953625663766238
724,-30.84347653600894,1,0,1,-30.84347653600894,0.04953625663766238
725,-29.547779600928944,154,0,1,-0.1918686987073308,0.04953625663766238
726,-30.87927846737182,1,0,1,-30.87927846737182,0.04953625663766238
727,-30.808539761699873,1,0,1,-30.808539761699873,0.04953625663766238
728,-25.68702208195284,215,0,1,-0.11947452131140855,0.04953625663766238
729,-30.743060416023706,1,0,1,-30.743060416023706,0.04953625663766238
730,-30.81314936009933,1,0,1,-30.81314936009933,0.04953625663766238
731,-18.203189918914227,114,0,1,-0.15967710455187917,0.04953625663766238
732,-30.85276417710043,1,0,1,-30.85276417710043,0.04953625663766238
733,-30.805763588463485,1,0,1,-30.805763588463485,0.04953625663766238
734,-28.515347192211422,171,0,1,-0.16675641632872176,0.04953625663766238
735,-31.093528228167614,1,0,1,-31.093528228167614,0.04953625663766238
736,-30.810098006148035,1,0,1,-30.810098006148035,0.04953625663766238
737,-39.851362008874396,309,0,1,-0.12896880909020841,0.04953625663766238
738,-31.002928355719785,1,0,1,-31.002928355719785,0.04953625663766238
739,-30.78999399016841,1,0,1,-30.78999399016841,0.04953625663766238
740,-19.389492627588304,164,0,1,-0.11822861358285551,0.04953625663766238
741,-30.856936449806078,1,0,1,-30.856936449806078,0.04953625663766238
742,-30.81742927191286,1,0,1,-30.81742927191286,0.04953625663766238
743,-15.967609865437831,69,0,1,-0.23141463573098306,0.04953625663766238
744,-30.89349676684008,1,0,1,-30.89349676684008,0.04953625663766238
745,-30.81574645515175,1,0,1,-30.81574645515175,0.04953625663766238
746,-52.82599079796475,228,0,1,-0.23169294209633662,0.04953625663766238
747,-30.857916465332433,1,0,1,-30.857916465332433,0.04953625663766238
748,-30.815567847587765,1,0,1,-30.815567847587765,0.04953625663766238
749,-156.73433670713774,298,0,1,-0.5259541500239522,0.04953625663766238
750,-30.865435538226052,1,0,1,-30.865435538226052,0.04953625663766238
751,-30.808116309280955,1,0,1,-30.808116309280955,0.04953625663766238
752,-48.440834975169054,225,0,1,-0.21529259988964025,0.04953625663766238
753,-30.83892849835801,1,0,1,-30.83892849835801,0.04953625663766238
754,-30.81182807782449,1,0,1,-30.81182807782449,0.04953625663766238
755,-35.305671218763955,126,0,1,-0.28020373983145996,0.04953625663766238
756,-30.86354611735659,1,0,1,-30.86354611735659,0.04953625663766238
757,-30.845737952309044,1,0,1,-30.845737952309044,0.04953625663766238
758,-22.403942075563364,150,0,1,-0.1493596138370891,0.04953625663766238
759,-30.81247088390018,1,0,1,-30.81247088390018,0.04953625663766238
760,-30.801411011634208,1,0,1,-30.801411011634208,0.04953625663766238
761,-198.66492417873638,428,0,1,-0.4641703835951785,0.04953625663766238
762,-31.145960851446333,1,0,1,-31.145960851446333,0.04953625663766238
763,-30.824926895703054,1,0,1,-30.824926895703054,0.04953625663766238
764,-70.9815270471832,40,0,1,-1.7745381761795802,0.04953625663766238
765,-31.56791000925835,1,0,1,-31.56791000925835,0.04953625663766238
766,-30.81530887124933,1,0,1,-30.81530887124933,0.04953625663766238
767,-32.31431050812674,101,0,1,-0.31994366839729443,0.04953625663766238
768,-30.825356807045864,1,0,1,-30.825356807045864,0.04953625663766238
769,-30.816167017169903,1,0,1,-30.816167017169903,0.04953625663766238
770,-11.58902266596931,104,0,1,-0.1114329102497049,0.04953625663766238
771,-30.836752994406684,1,0,1,-30.836752994406684,0.04953625663766238
772,-30.816783473122246,1,0,1,-30.816783473122246,0.04953625663766238
773,-10.945547999988666,79,0,1,-0.13855124050618564,0.04953625663766238
774,-30.86805951114366,1,0,1,-30.86805951114366,0.04953625663766238
775,-30.818767039558946,1,0,1,-30.818767039558946,0.04953625663766238
776,-70.76571913177199,41,0,1,-1.7259931495554144,0.04953625663766238
777,-31.664815059577922,1,0,1,-31.664815059577922,0.04953625663766238
778,-30.804710838769903,1,0,1,-30.804710838769903,0.04953625663766238
779,-47.66119859141327,229,0,1,-0.2081275047659968,0.04953625663766238
780,-30.83475958350649,1,0,1,-30.83475958350649,0.04953625663766238
781,-30.82113016123896,1,0,1,-30.82113016123896,0.04953625663766238
782,-15.175674178152795,96,0,1,-0.1580799393557583,0.04953625663766238
783,-30.875802853992493,1,0,1,-30.875802853992493,0.04953625663766238
784,-30.823291943016503,1,0,1,-30.823291943016503,0.04953625663766238
785,-16.531319584928912,96,0,1,-0.17220124567634285,0.04953625663766238
786,-30.877396582428485,1,0,1,-30.877396582428485,0.04953625663766238
787,-30.829188745048377,1,0,1,-30.829188745048377,0.04953625663766238
788,-28.156710466762444,84,0,1,-0.33519893412812435,0.04953625663766238
789,-30.814331629032456,1,0,1,-30.814331629032456,0.04953625663766238
790,-30.744962345168517,1,0,1,-30.744962345168517,0.04953625663766238
