episode,step,action,reward,epsilon,distance_to_goal,min_laser,done,reason,total_reward_so_far,monitor_delta_v
1,24,2,0.042695301323551996,0.9988125,5.222152988689903,1.7066868543624878,0,continue,3.5020079582924457,0
1,25,2,-0.04442900054287552,0.9988125,5.222532442663058,1.7114990949630737,0,continue,3.45757895774957,0
1,26,0,0.23336861041607462,0.9988125,5.218447165496526,1.7235569953918457,0,continue,3.6909475681656447,0
1,27,0,0.1226315130952489,0.9988125,5.209333146290577,1.7330743074417114,0,continue,3.813579081260894,0
1,28,0,-0.3289405728870896,0.9988125,5.208662106121296,1.7346882820129395,0,continue,3.4846385083738043,0
1,29,2,-0.0689364632609597,0.9988125,5.2134371827812,1.7319031953811646,0,continue,3.4157020451128446,0
1,30,0,-0.20048907572668945,0.9988125,5.239833253418474,1.7297184467315674,0,continue,3.215212969386155,0
1,31,0,-0.11654045749310961,0.9988125,5.263391548294649,1.714051604270935,0,continue,3.0986725118930454,0
1,32,2,-0.1803358250467078,0.9988125,5.299259921608475,1.6795076131820679,0,continue,2.9183366868463376,0
1,33,0,-0.13933310120319087,0.9988125,5.329088401657157,1.666054368019104,0,continue,2.7790035856431468,0
1,34,0,-0.18682153024687917,0.9988125,5.366083085166616,1.6386529207229614,0,continue,2.592182055396268,0
1,35,1,-0.18137335571278307,0.9988125,5.40212790310819,1.611032485961914,0,continue,2.4108086996834848,0
1,36,2,-0.35234832970361807,0.9988125,5.40814369142641,1.5853242874145508,0,continue,2.0584603699798665,0
1,37,0,0.056107991208820436,0.9988125,5.4084928467533,1.5785226821899414,0,continue,2.1145683611886867,0
1,38,0,0.12572086601068233,0.9988125,5.408659674174343,1.5781692266464233,0,continue,2.2402892271993693,0
1,39,0,-0.0812817988249045,0.9988125,5.413743441318293,1.5822314023971558,0,continue,2.1590074283744647,0
1,40,0,-0.2020912234441385,0.9988125,5.418966453626361,1.5762585401535034,0,continue,1.9569162049303261,0
1,41,0,-0.23267883682039545,0.9988125,5.424454925614189,1.5906767845153809,0,continue,1.7242373681099308,0
1,42,0,-0.23769866225368957,0.9988125,5.431116225566242,1.592093825340271,0,continue,1.4865387058562411,0
1,43,1,-0.23105650664345595,0.9988125,5.437314026621743,1.6040046215057373,0,continue,1.2554821992127851,0
1,44,0,-0.24981245002257862,0.9988125,5.443328528574588,1.616430401802063,0,continue,1.0056697491902065,0
1,45,2,-0.24393256063785676,0.9988125,5.451687388906179,1.6161136627197266,0,continue,0.7617371885523497,0
1,46,0,-0.2408148910771587,0.9988125,5.458861281456416,1.6332920789718628,0,continue,0.520922297475191,0
1,47,0,-0.15317435874223673,0.9988125,5.459291766185453,1.636468529701233,0,continue,0.3677479387329543,0
1,48,0,-0.7553577156917435,0.9988125,5.459878191498904,1.626407504081726,0,continue,-0.3876097769587892,0
1,49,0,-0.3886052577130722,0.9988125,5.4603235780473565,1.615039348602295,0,continue,-0.7762150346718614,0
1,50,0,-0.32594143761464067,0.9988125,5.4603620089353235,1.6210510730743408,0,continue,-1.102156472286502,0
1,51,0,-0.23612085804833682,0.9988125,5.444545145491997,1.6161155700683594,0,continue,-1.3382773303348388,0
1,52,2,0.11687116301307104,0.9988125,5.379571871209625,1.6913599967956543,0,continue,-1.2214061673217678,0
1,53,2,0.11135199663129836,0.9988125,5.317062984663915,1.7285538911819458,0,continue,-1.1100541706904694,0
1,54,0,0.36285429319057905,0.9988125,5.252942200157206,1.8238389492034912,0,continue,-0.7471998774998904,0
1,55,0,0.2998563009003653,0.9988125,5.19571345623734,1.8626279830932617,0,continue,-0.44734357659952506,0
1,56,0,0.3425167557097624,0.9988125,5.13567434773146,1.8907097578048706,0,continue,-0.10482682088976264,0
1,57,0,0.2221434947152241,0.9988125,5.092583623301841,1.870883584022522,0,continue,0.11731667382546146,0
1,58,0,0.10880828244557744,0.9988125,5.07593987307838,1.831618070602417,0,continue,0.2261249562710389,0
1,59,0,0.2561767082966242,0.9988125,5.0283461370459275,1.7998489141464233,0,continue,0.4823016645676631,0
1,60,1,0.22709197840262396,0.9988125,4.981800130900369,1.7113436460494995,0,continue,0.7093936429702871,0
1,61,0,0.5462374206529554,0.9988125,4.875977237714933,1.6516427993774414,0,continue,1.2556310636232424,0
1,62,0,0.2895648751604635,0.9988125,4.824457566135903,1.5794382095336914,0,continue,1.545195938783706,0
1,63,0,0.03931986739162725,0.9988125,4.811143213928295,1.5696865320205688,0,continue,1.5845158061753333,0
1,64,2,0.1707939388237003,0.9988125,4.774837759305898,1.5382704734802246,0,continue,1.7553097449990336,0
1,65,0,0.37801789708498973,0.9988125,4.701795996680527,1.4956659078598022,0,continue,2.1333276420840233,0
1,66,0,0.3735504799839167,0.9988125,4.635184346348983,1.4100608825683594,0,continue,2.50687812206794,0
1,67,0,0.27186315704485786,0.9988125,4.58209729137942,1.3534674644470215,0,continue,2.778741279112798,0
1,68,0,0.045682670223911384,0.9988125,4.577276304616971,1.3430814743041992,0,continue,2.824423949336709,0
1,69,1,-0.14658302014533503,0.9988125,4.60420135110446,1.3562185764312744,0,continue,2.6778409291913743,0
1,70,0,-0.04486971667229155,0.9988125,4.59777392199075,1.3633140325546265,0,continue,2.6329712125190827,0
1,71,1,0.3833472646387289,0.9988125,4.521854245465607,1.3130863904953003,0,continue,3.0163184771578115,0
1,72,0,0.33512936743432176,0.9988125,4.462426635575061,1.2146763801574707,0,continue,3.3514478445921334,0
1,73,0,0.42938917947273075,0.9988125,4.378803867420394,1.1781752109527588,0,continue,3.7808370240648643,0
1,74,1,0.3806895628931428,0.9988125,4.302714457536537,1.0789092779159546,0,continue,4.161526586958007,0
1,75,0,0.39350450548575394,0.9988125,4.227916509480106,1.0282988548278809,0,continue,4.555031092443761,0
1,76,0,0.41499355666699744,0.9988125,4.151907797192788,0.9432598948478699,0,continue,4.9700246491107585,0
1,77,0,0.36358496602010393,0.9988125,4.080714671046928,0.9060256481170654,0,continue,5.333609615130863,0
1,78,0,0.4203366350441822,0.9988125,4.005149382917003,0.8179163336753845,0,continue,5.753946250175045,0
1,79,0,0.35318674096455516,0.9988125,3.9367986434042654,0.7653110027313232,0,continue,6.107132991139601,0
1,80,0,0.33254601147992396,0.9988125,3.8785969014582973,0.6789575815200806,0,continue,6.439679002619525,0
1,81,0,0.40949057141878975,0.9988125,3.8017940580491736,0.6306595206260681,0,continue,6.8491695740383145,0
1,82,2,0.2555383591881403,0.9988125,3.7506684767501257,0.5168455839157104,0,continue,7.104707933226455,0
1,83,2,0.4230972017604945,0.9988125,3.6655703577163243,0.4812809228897095,0,continue,7.5278051349869495,0
1,84,0,0.16856056011241818,0.9988125,3.626210342258368,0.41510099172592163,0,continue,7.6963656950993675,0
1,85,2,-0.041491778585923664,0.9988125,3.6264530205811796,0.4312688708305359,0,continue,7.654873916513444,0
1,86,0,-0.09853046760243839,0.9988125,3.6310116629349074,0.41009092330932617,0,continue,7.556343448911005,0
1,87,0,0.18370773758916825,0.9988125,3.5685562436666487,0.3522789478302002,0,continue,7.740051186500174,0
1,88,1,0.05398355559997567,0.9988125,3.5263254879912194,0.3192034065723419,0,continue,7.794034742100149,0
1,89,0,-0.09657138279534623,0.9988125,3.4879754344584772,0.2999613881111145,0,continue,7.697463359304803,0
1,90,2,0.09633777372892294,0.9988125,3.410159616795884,0.22905650734901428,0,continue,7.793801133033726,0
1,91,0,-45.61263925834404,0.9988125,3.376621436366837,0.1861037015914917,1,crush,-37.818838125310315,1
2,1,0,-16.001569499365203,0.997625,3.3900735118984975,0.14562878012657166,0,continue,-16.001569499365203,1
2,2,0,-15.985177474023779,0.997625,3.389939491725672,0.14301691949367523,0,continue,-31.986746973388982,1
2,3,0,-15.978817012530417,0.997625,3.389833834314932,0.14328902959823608,0,continue,-47.9655639859194,1
2,4,2,-45.44170058384766,0.997625,3.389745831160748,0.1343957632780075,1,crush,-93.40726456976707,1
3,1,1,0.0,0.9964375,5.982979477810379,0.9199261665344238,0,continue,0.0,0
3,2,0,-0.0311689834353815,0.9964375,5.9798655840133845,0.9124405384063721,0,continue,-0.0311689834353815,0
3,3,0,0.27693951754391816,0.9964375,5.92988613620909,0.9973601698875427,0,continue,0.24577053410853666,0
3,4,0,0.4154593479934974,0.9964375,5.849311911926754,1.0508426427841187,0,continue,0.661229882102034,0
3,5,2,0.40078125118753694,0.9964375,5.774207982343864,1.1460933685302734,0,continue,1.062011133289571,0
3,6,0,0.39624668368919724,0.9964375,5.6981669412299,1.1944549083709717,0,continue,1.4582578169787683,0
3,7,0,0.1542708000912281,0.9964375,5.671503551535312,1.238158941268921,0,continue,1.6125286170699964,0
3,8,0,-0.07215194825312381,0.9964375,5.6791518910743015,1.2274831533432007,0,continue,1.5403766688168725,0
3,9,0,0.10044410258880639,0.9964375,5.656109216462127,1.2836052179336548,0,continue,1.6408207714056788,0
3,10,0,0.2981581525582619,0.9964375,5.598401446550334,1.328418493270874,0,continue,1.9389789239639408,0
3,11,0,0.3111017705906857,0.9964375,5.544753950475672,1.4253491163253784,0,continue,2.2500806945546263,0
3,12,0,0.3925239236116665,0.9964375,5.468356110361743,1.472264289855957,0,continue,2.6426046181662928,0
3,13,0,0.29685686618047324,0.9964375,5.415989028180388,1.5494855642318726,0,continue,2.939461484346766,0
3,14,0,0.4697999136683488,0.9964375,5.325713217208578,1.6030553579330444,0,continue,3.4092613980151145,0
3,15,0,0.43073907129299327,0.9964375,5.2468971456910305,1.6872355937957764,0,continue,3.840000469308108,0
3,16,0,0.4325897563199045,0.9964375,5.164353020651383,1.7347253561019897,0,continue,4.272590225628012,0
3,17,0,0.31916033510407693,0.9964375,5.105660124391293,1.8194279670715332,0,continue,4.591750560732089,0
3,18,1,0.3334629048085097,0.9964375,5.038764588903358,1.8626230955123901,0,continue,4.925213465540599,0
3,19,0,1.3633792120695805,0.9964375,4.786059725194846,1.7500263452529907,0,continue,6.28859267761018,0
3,20,0,0.3349476677321233,0.9964375,4.726038998856293,1.6557056903839111,0,continue,6.623540345342303,0
3,21,1,0.3439491465737389,0.9964375,4.6635521733446685,1.6168347597122192,0,continue,6.967489491916043,0
3,22,2,-0.005202191285104874,0.9964375,4.604363303091833,1.5359137058258057,0,continue,6.962287300630938,0
3,23,0,0.3197858660400203,0.9964375,4.542657772861325,1.4678959846496582,0,continue,7.282073166670958,0
3,24,0,0.3487197875262967,0.9964375,4.479326872400023,1.3995299339294434,0,continue,7.630792954197255,0
3,25,0,0.2946872873348405,0.9964375,4.422503787755428,1.3593037128448486,0,continue,7.925480241532096,0
3,26,0,0.3119928343699137,0.9964375,4.367741798770493,1.280495285987854,0,continue,8.23747307590201,0
3,27,0,0.32223068189492093,0.9964375,4.304641131724293,1.2354631423950195,0,continue,8.55970375779693,0
3,28,1,0.31180810455076846,0.9964375,4.2453653292579,1.1497114896774292,0,continue,8.871511862347699,0
3,29,0,0.2968737986561086,0.9964375,4.189555434749198,1.1020840406417847,0,continue,9.168385661003807,0
3,30,2,0.21429807769825748,0.9964375,4.1464829089876325,1.0319561958312988,0,continue,9.382683738702065,0
3,31,0,0.007427918478066787,0.9964375,4.142079081168567,1.024067997932434,0,continue,9.390111657180132,0
3,32,1,-0.015388384959548506,0.9964375,4.142922171061235,0.994253933429718,0,continue,9.374723272220583,0
3,33,2,-0.10888439464316603,0.9964375,4.103442217507857,0.9557337760925293,0,continue,9.265838877577417,0
3,34,1,-0.18028566895925224,0.9964375,4.07945577637613,0.9619603753089905,0,continue,9.085553208618165,0
3,35,0,0.017007472451860205,0.9964375,4.074300401996791,0.9521285891532898,0,continue,9.102560681070026,0
3,36,1,0.01284908215580165,0.9964375,4.0688682088065296,0.9130654335021973,0,continue,9.115409763225827,0
3,37,0,0.4204226188206817,0.9964375,3.9862091385635394,0.8832396864891052,0,continue,9.53583238204651,0
3,38,0,0.31540238279316785,0.9964375,3.928437987826599,0.7919728755950928,0,continue,9.851234764839678,0
3,39,0,0.37800003300390816,0.9964375,3.8567718826621524,0.7454574108123779,0,continue,10.229234797843585,0
3,40,1,0.29022059423827845,0.9964375,3.7991645362943087,0.6664801836013794,0,continue,10.519455392081863,0
3,41,2,0.017752347241673527,0.9964375,3.7353471835926473,0.6087074875831604,0,continue,10.537207739323536,0
3,42,0,0.31281440051985604,0.9964375,3.679127983721983,0.5135476589202881,0,continue,10.850022139843393,0
3,43,0,0.2170595958720188,0.9964375,3.638413883991992,0.4836380183696747,0,continue,11.067081735715412,0
3,44,0,0.16271147824790688,0.9964375,3.5960686726627475,0.38280224800109863,0,continue,11.229793213963319,0
3,45,2,0.23377646933434343,0.9964375,3.522031191381961,0.3348044455051422,0,continue,11.463569683297662,0
3,46,1,-0.3844991828625749,0.9964375,3.5019673666638225,0.2999216318130493,0,continue,11.079070500435087,0
3,47,0,-0.31048648351567293,0.9964375,3.493437337296666,0.29565683007240295,0,continue,10.768584016919414,0
3,48,1,-0.005250402552251621,0.9964375,3.4335346169682626,0.22394824028015137,0,continue,10.763333614367163,0
3,49,0,-0.5891636237645302,0.9964375,3.4104035406241566,0.20311208069324493,0,continue,10.174169990602632,0
3,50,0,-15.685555625762909,0.9964375,3.413451957317945,0.21445967257022858,0,continue,-5.511385635160277,1
3,51,0,-15.622805013868838,0.9964375,3.4115313739729616,0.21906247735023499,0,continue,-21.134190649029115,1
3,52,0,-0.6980316399541981,0.9964375,3.3981588513147916,0.20011579990386963,0,continue,-21.832222288983314,0
3,53,0,-0.7379519872184261,0.9964375,3.4105147649935152,0.2249290645122528,0,continue,-22.57017427620174,0
3,54,1,-15.345296459326631,0.9964375,3.4198648712356103,0.22114185988903046,0,continue,-37.91547073552837,1
3,55,0,-45.72335769160962,0.9964375,3.4179536726378723,0.19934767484664917,1,crush,-83.638828427138,1
4,1,0,0.0,0.99525,4.731258711613216,1.6192830801010132,0,continue,0.0,0
4,2,0,-0.0071803690129416,0.99525,4.729150695983449,1.6029759645462036,0,continue,-0.0071803690129416,0
4,3,0,0.03560665093087166,0.99525,4.714803882785467,1.587713360786438,0,continue,0.028426281917930063,0
4,4,2,0.23057009292820202,0.99525,4.709396266697923,1.566495418548584,0,continue,0.2589963748461321,0
4,5,0,0.002274843227852253,0.99525,4.707485332983145,1.556727647781372,0,continue,0.26127121807398435,0
4,6,0,0.12219326436960457,0.99525,4.7066664966098255,1.5529319047927856,0,continue,0.3834644824435889,0
4,7,0,0.1854334671298351,0.99525,4.6995422120707016,1.5449352264404297,0,continue,0.568897949573424,0
4,8,0,0.10550166763209709,0.99525,4.676764375177666,1.5064553022384644,0,continue,0.6743996172055211,0
4,9,0,0.12584064146158908,0.99525,4.652423030587277,1.4762139320373535,0,continue,0.8002402586671102,0
4,10,1,0.11334757715977795,0.99525,4.629232262934845,1.428651213645935,0,continue,0.9135878358268882,0
4,11,1,0.0954843605108477,0.99525,4.60970024576756,1.3868212699890137,0,continue,1.0090721963377358,0
4,12,0,0.055230799766424435,0.99525,4.586203768423059,1.3570058345794678,0,continue,1.0643029961041603,0
4,13,0,0.04833169648396992,0.99525,4.568489787547684,1.3271621465682983,0,continue,1.1126346925881303,0
4,14,1,0.09042303330830133,0.99525,4.549954873626202,1.2721105813980103,0,continue,1.2030577258964317,0
4,15,0,0.10482162758797924,0.99525,4.5315313836276,1.2424243688583374,0,continue,1.3078793534844109,0
4,16,0,-0.08801144399310938,0.99525,4.525899238339045,1.2127549648284912,0,continue,1.2198679094913014,0
4,17,1,-0.054621547238162066,0.99525,4.525169618340216,1.2105246782302856,0,continue,1.1652463622531393,0
4,18,0,-0.3523992537641944,0.99525,4.523195368314407,1.200043797492981,0,continue,0.8128471084889448,0
4,19,1,-0.03797761526768182,0.99525,4.522534660678388,1.1901638507843018,0,continue,0.774869493221263,0
4,20,2,-0.1529014761012745,0.99525,4.51956757598285,1.1795700788497925,0,continue,0.6219680171199885,0
4,21,2,-0.1170821114467259,0.99525,4.538102275733423,1.1827040910720825,0,continue,0.5048859056732626,0
4,22,0,-0.2749357747635526,0.99525,4.598483640133136,1.2574288845062256,0,continue,0.22995013090971006,0
4,23,0,-0.27607121309820737,0.99525,4.654931747490908,1.278058409690857,0,continue,-0.04612108218849731,0
4,24,0,-0.2742070508712384,0.99525,4.715816595712398,1.338487148284912,0,continue,-0.32032813305973573,0
4,25,2,-0.6035986610985935,0.99525,4.796359043276741,1.375162959098816,0,continue,-0.9239267941583292,0
4,26,0,-0.44677936281394237,0.99525,4.848952885085416,1.4495875835418701,0,continue,-1.3707061569722716,0
4,27,2,-0.2868888228992864,0.99525,4.8630355811984565,1.4349786043167114,0,continue,-1.6575949798715581,0
4,28,0,-0.47507834558932843,0.99525,4.915282237933066,1.4907000064849854,0,continue,-2.1326733254608867,0
4,29,0,-0.56233139074109,0.99525,4.991521322186273,1.5538407564163208,0,continue,-2.695004716201977,0
4,30,0,-0.29630054559004904,0.99525,5.011978887520181,1.6056419610977173,0,continue,-2.991305261792026,0
4,31,0,-1.0965328305276145,0.99525,5.00856685824049,1.6031181812286377,0,continue,-4.0878380923196405,0
4,32,2,-0.4649074725263817,0.99525,5.059821062000126,1.6607191562652588,0,continue,-4.552745564846022,0
4,33,0,-0.4988988427438255,0.99525,5.123501861572718,1.705702781677246,0,continue,-5.051644407589848,0
4,34,1,-0.24594929153650913,0.99525,5.131968812895408,1.7201992273330688,0,continue,-5.297593699126357,0
4,35,0,-0.31660629113948857,0.99525,5.1367459808406455,1.7249083518981934,0,continue,-5.6141999902658455,0
4,36,0,-0.21971039116952898,0.99525,5.14829255810025,1.7396633625030518,0,continue,-5.833910381435374,0
4,37,1,-0.2554298918140913,0.99525,5.151011128337386,1.7198759317398071,0,continue,-6.089340273249466,0
4,38,0,-1.2052570271294283,0.99525,5.166143966592974,1.742936134338379,0,continue,-7.294597300378894,0
4,39,0,-1.4275737146183318,0.99525,5.230310881510014,1.785765290260315,0,continue,-8.722171014997226,0
4,40,0,-0.5383062505777347,0.99525,5.303439386046275,1.8729201555252075,0,continue,-9.260477265574961,0
4,41,0,-0.33376819157587556,0.99525,5.370784672547045,1.9221768379211426,0,continue,-9.594245457150837,0
4,42,0,-0.29724170987574583,0.99525,5.39639544629901,1.902329444885254,0,continue,-9.891487167026582,0
4,43,0,-1.443304186761849,0.99525,5.402180601937215,1.9113800525665283,0,continue,-11.334791353788432,0
4,44,0,-0.4712994725924825,0.99525,5.465016211274008,1.8264071941375732,0,continue,-11.806090826380915,0
4,45,0,-0.3488180943696797,0.99525,5.494054676416514,1.8185666799545288,0,continue,-12.154908920750595,0
4,46,0,-0.1537250191499775,0.99525,5.487692722929794,1.8125401735305786,0,continue,-12.308633939900572,0
4,47,2,-0.3080392588812886,0.99525,5.5032156749827035,1.8112432956695557,0,continue,-12.61667319878186,0
4,48,0,-0.35722793996588115,0.99525,5.552872604476183,1.761902928352356,0,continue,-12.973901138747742,0
4,49,0,-0.440620313500225,0.99525,5.601210607606504,1.7351510524749756,0,continue,-13.414521452247968,0
4,50,1,-0.48584331009123366,0.99525,5.658284356180491,1.6841375827789307,0,continue,-13.900364762339201,0
4,51,2,-0.9058193068167664,0.99525,5.738825057232042,1.62885582447052,0,continue,-14.806184069155968,0
4,52,1,-0.6250575727658207,0.99525,5.763327428363136,1.598300814628601,0,continue,-15.431241641921789,0
4,53,0,-0.6368999564317873,0.99525,5.856124290286702,1.5740761756896973,0,continue,-16.068141598353577,0
4,54,0,-0.46577442708833144,0.99525,5.916352664538324,1.518863320350647,0,continue,-16.533916025441908,0
4,55,1,-0.5235527362199535,0.99525,5.98086088243449,1.4877227544784546,0,continue,-17.057468761661863,0
4,56,0,-0.36490621430731013,0.99525,6.01839344612872,1.4540235996246338,0,continue,-17.422374975969174,0
4,57,0,-0.20751210728608585,0.99525,6.029415142617704,1.4427331686019897,0,continue,-17.62988708325526,0
4,58,0,-0.7825167509123998,0.99525,6.061830481409422,1.4205436706542969,0,continue,-18.41240383416766,0
4,59,0,-0.3837768782578277,0.99525,6.100670722710702,1.4060157537460327,0,continue,-18.796180712425485,0
4,60,0,-0.22150404930025472,0.99525,6.093969824631187,1.4044265747070312,0,continue,-19.01768476172574,0
4,61,1,-0.35294427522203875,0.99525,6.121158996602474,1.3992167711257935,0,continue,-19.37062903694778,0
4,62,0,-0.4856204556390174,0.99525,6.177325083682294,1.3289254903793335,0,continue,-19.856249492586798,0
4,63,2,-0.46414618828771737,0.99525,6.230033200384362,1.2848690748214722,0,continue,-20.320395680874515,0
4,64,0,-0.4115414026835089,0.99525,6.271849717997328,1.2131356000900269,0,continue,-20.731937083558023,0
4,65,0,-0.38174156303659995,0.99525,6.273089882812779,1.2017945051193237,0,continue,-21.11367864659462,0
4,66,0,-0.7657542544273952,0.99525,6.318544390934555,1.162898063659668,0,continue,-21.879432901022017,0
4,67,2,-0.5660496787331271,0.99525,6.390106627049307,1.1342729330062866,0,continue,-22.445482579755144,0
4,68,0,-0.6059899791481602,0.99525,6.465343192213624,1.0845662355422974,0,continue,-23.051472558903303,0
4,69,2,-0.5801811666418358,0.99525,6.54129269009651,1.0478519201278687,0,continue,-23.63165372554514,0
4,70,0,-0.622010245864486,0.99525,6.608679567623726,1.0021840333938599,0,continue,-24.253663971409626,0
4,71,0,-0.6195993426931206,0.99525,6.684677085836836,0.9730616807937622,0,continue,-24.873263314102747,0
4,72,0,-0.6414625205499527,0.99525,6.76071626096892,0.908475935459137,0,continue,-25.5147258346527,0
4,73,0,-0.6043248461249178,0.99525,6.835418743022516,0.8608593940734863,0,continue,-26.11905068077762,0
4,74,0,-0.6363221141131283,0.99525,6.911098166156635,0.7864588499069214,0,continue,-26.755372794890746,0
4,75,1,-0.5273164032587179,0.99525,6.975915989416037,0.747982919216156,0,continue,-27.282689198149463,0
4,76,0,-0.7098007346365005,0.99525,7.0588143873088836,0.6700197458267212,0,continue,-27.992489932785965,0
4,77,0,-0.5530462343560438,0.99525,7.1258407650091575,0.6151272058486938,0,continue,-28.545536167142007,0
4,78,0,-0.4724514864075914,0.99525,7.16844791890614,0.524365246295929,0,continue,-29.0179876535496,0
4,79,0,-0.7890301355654927,0.99525,7.279217655315273,0.4803493022918701,0,continue,-29.807017789115093,0
4,80,0,-0.85867427584285,0.99525,7.3813158886329,0.38272765278816223,0,continue,-30.665692064957945,0
4,81,0,-0.8030162409275794,0.99525,7.4472273769895505,0.3107781410217285,0,continue,-31.468708305885524,0
4,82,2,-0.7597504676519453,0.99525,7.514987253215942,0.2698920965194702,0,continue,-32.22845877353747,0
4,83,0,-1.101545772988505,0.99525,7.5531143501142735,0.20580235123634338,0,continue,-33.33000454652597,0
4,84,0,-46.23994693108841,0.99525,7.591799005856214,0.1797250211238861,1,crush,-79.56995147761438,1
5,1,0,0.0,0.9940625,4.456794000697185,0.936301589012146,0,continue,0.0,0
5,2,0,0.054865766613578226,0.9940625,4.446165005396959,0.9257218837738037,0,continue,0.054865766613578226,0
5,3,0,0.24971638162317478,0.9940625,4.401069332375901,0.8787930011749268,0,continue,0.304582148236753,0
5,4,0,0.2534334156646884,0.9940625,4.361374898607474,0.7555192708969116,0,continue,0.5580155639014415,0
5,5,0,0.2904821588513726,0.9940625,4.307432531181261,0.6916124224662781,0,continue,0.8484977227528141,0
5,6,0,0.34494035154390806,0.9940625,4.2416369957667035,0.652946949005127,0,continue,1.193438074296722,0
5,7,2,0.39158086257419555,0.9940625,4.204448184548291,0.5779256224632263,0,continue,1.5850189368709175,0
5,8,0,0.1899005261121136,0.9940625,4.16800982484091,0.542212188243866,0,continue,1.7749194629830312,0
5,9,0,0.1727360528739701,0.9940625,4.140080359287174,0.4986179769039154,0,continue,1.9476555158570013,0
5,10,0,0.2500480772987131,0.9940625,4.091046861720109,0.47912248969078064,0,continue,2.1977035931557145,0
5,11,0,0.1071784965335286,0.9940625,4.061722657924624,0.4282154142856598,0,continue,2.3048820896892432,0
5,12,1,0.15487163841096283,0.9940625,4.0180839578350955,0.40246930718421936,0,continue,2.459753728100206,0
5,13,0,-0.018341320897223935,0.9940625,4.009245700688188,0.4051133096218109,0,continue,2.441412407202982,0
5,14,0,-0.0705646731456809,0.9940625,4.003997171107635,0.40271082520484924,0,continue,2.370847734057301,0
5,15,0,0.158938265729018,0.9940625,3.9530550184703075,0.37642934918403625,0,continue,2.529785999786319,0
5,16,1,0.1915573638169369,0.9940625,3.8959541827689024,0.37151557207107544,0,continue,2.721343363603256,0
5,17,0,0.14130868862044244,0.9940625,3.8446368673687155,0.35137686133384705,0,continue,2.8626520522236985,0
5,18,0,0.16097681586946339,0.9940625,3.788491268691166,0.3482474684715271,0,continue,3.023628868093162,0
5,19,0,0.1660134073551367,0.9940625,3.735827384789371,0.36824989318847656,0,continue,3.1896422754482985,0
5,20,1,0.6357156212472641,0.9940625,3.6859779005516007,0.3722826838493347,0,continue,3.8253578966955626,0
5,21,2,0.0276017153533179,0.9940625,3.664390269070531,0.3940442204475403,0,continue,3.8529596120488803,0
5,22,0,-0.11916957968400224,0.9940625,3.6637995670897876,0.39580202102661133,0,continue,3.733790032364878,0
5,23,0,1.176130740005696,0.9940625,3.6427369545027837,0.43891751766204834,0,continue,4.909920772370574,0
5,24,0,0.12344337649082894,0.9940625,3.6164121355097874,0.4837278127670288,0,continue,5.033364148861403,0
