episode,total_reward,steps,success,crashes,avg_reward_per_step,epsilon_end,reason
1,-16.854380966159184,52,0,1,-0.32412271088767663,0.05,crush
2,-31.869699434735356,4,0,1,-7.967424858683839,0.05,crush
3,-45.153816563654004,59,0,1,-0.765318924807695,0.05,crush
4,-34.53191260458812,4,0,1,-8.63297815114703,0.05,crush
5,-26.965429539847243,20,0,1,-1.348271476992362,0.05,crush
6,-31.875545311414704,4,0,1,-7.968886327853676,0.05,crush
7,-39.54643917649517,23,0,1,-1.719410398978051,0.05,crush
8,-32.25634462987841,4,0,1,-8.064086157469603,0.05,crush
9,-39.998488131911465,24,0,1,-1.6666036721629778,0.05,crush
10,-32.33293673510492,4,0,1,-8.08323418377623,0.05,crush
11,-37.770839614156685,23,0,1,-1.6422104180068124,0.05,crush
12,-32.842344188659936,4,0,1,-8.210586047164984,0.05,crush
13,-38.77408085569466,22,0,1,-1.7624582207133939,0.05,crush
14,-32.293122405637924,4,0,1,-8.073280601409481,0.05,crush
15,-39.35807458981563,22,0,1,-1.789003390446165,0.05,crush
16,-32.331049521282836,4,0,1,-8.082762380320709,0.05,crush
17,-39.54492260841357,24,0,1,-1.6477051086838987,0.05,crush
18,-32.24760121779764,4,0,1,-8.06190030444941,0.05,crush
19,-38.22268063251634,22,0,1,-1.737394574205288,0.05,crush
20,-34.80073877483256,4,0,1,-8.70018469370814,0.05,crush
21,-25.85738741332216,32,0,1,-0.8080433566663175,0.05,crush
22,-31.87515317876889,4,0,1,-7.968788294692223,0.05,crush
23,-35.79791683701971,20,0,1,-1.7898958418509856,0.05,crush
24,-32.77616826978792,4,0,1,-8.19404206744698,0.05,crush
25,-56.754423884174834,70,0,1,-0.8107774840596405,0.05,crush
26,-32.3019736441948,4,0,1,-8.0754934110487,0.05,crush
27,-37.580314571712854,19,0,1,-1.977911293248045,0.05,crush
28,-32.25588557810311,4,0,1,-8.063971394525778,0.05,crush
29,-44.684573720504,31,0,1,-1.4414378619517418,0.05,crush
30,-32.313836957646764,4,0,1,-8.078459239411691,0.05,crush
31,-41.16116844924893,25,0,1,-1.6464467379699572,0.05,crush
