episode,total_reward,steps,success,crashes,avg_reward_per_step,epsilon_end,reason
1,-28.528825499739657,151,0,1,-0.18893261920357388,0.19925,crush
2,-34.93549413777863,4,0,1,-8.733873534444658,0.1985,crush
3,-55.56975762277803,121,0,1,-0.45925419522957045,0.19775,crush
4,-34.13431423528554,4,0,1,-8.533578558821384,0.197,crush
5,-49.59979110205525,47,0,1,-1.0553147042990478,0.19625,crush
6,-33.026406022962234,4,0,1,-8.256601505740559,0.1955,crush
7,-27.067869207440822,176,0,0,-0.15379471140591375,0.19475,stuck
8,-34.048673317386736,4,0,1,-8.512168329346684,0.194,crush
9,-46.871533634603225,14,0,1,-3.3479666881859447,0.19325,crush
10,-33.24631717460803,4,0,1,-8.311579293652008,0.1925,crush
11,-44.41961038012647,197,0,1,-0.2254802557366826,0.19175,crush
12,-32.91967052026024,4,0,1,-8.22991763006506,0.191,crush
13,-33.98059448673839,4,0,1,-8.495148621684598,0.19025,crush
14,-44.53116190217266,189,0,1,-0.23561461323900879,0.1895,crush
15,-33.107507582737604,4,0,1,-8.276876895684401,0.18875,crush
16,-34.822706782430615,4,0,1,-8.705676695607654,0.188,crush
17,-25.55292866485424,106,0,1,-0.24106536476277585,0.18725,crush
18,-31.939745391360553,4,0,1,-7.984936347840138,0.1865,crush
19,-42.851066357038626,50,0,1,-0.8570213271407725,0.18575,crush
20,-60.11370240602747,79,0,1,-0.760932941848449,0.185,crush
21,-33.63785504902247,32,0,1,-1.0511829702819522,0.18425000000000002,crush
22,-34.450469813871386,29,0,1,-1.1879472349610822,0.1835,crush
23,-37.70330012220403,20,0,1,-1.8851650061102014,0.18275,crush
24,-44.35284355788427,32,0,1,-1.3860263611838834,0.182,crush
25,-27.432049935669724,40,0,1,-0.6858012483917431,0.18125000000000002,crush
26,-32.756640455222566,4,0,1,-8.189160113805642,0.1805,crush
27,-34.30916907530474,67,0,1,-0.5120771503776826,0.17975000000000002,crush
28,-33.49276296090787,4,0,1,-8.373190740226967,0.179,crush
29,-19.551060420151252,58,0,1,-0.3370872486232975,0.17825000000000002,crush
30,-60.12010466807312,102,0,1,-0.589412790863462,0.17750000000000002,crush
31,-32.626468980607925,4,0,1,-8.156617245151981,0.17675000000000002,crush
32,-25.34507924762673,111,0,1,-0.2283340472759165,0.17600000000000002,crush
33,-34.876831266257554,4,0,1,-8.719207816564388,0.17525000000000002,crush
34,-22.419398894316423,44,0,1,-0.509531793052646,0.17450000000000002,crush
35,-32.40668613820261,4,0,1,-8.101671534550652,0.17375000000000002,crush
36,-60.44466175404102,161,0,1,-0.37543268170211813,0.17300000000000001,crush
37,-35.31502850154904,4,0,1,-8.82875712538726,0.17225000000000001,crush
38,-48.04922541230753,54,0,1,-0.8898004705982876,0.1715,crush
39,-33.87870183720007,11,0,1,-3.0798819852000063,0.17075,crush
40,-46.11280211002976,32,0,1,-1.44102506593843,0.17,crush
41,-32.33855928875021,4,0,1,-8.084639822187553,0.16925,crush
42,-69.51341402787189,65,0,1,-1.0694371388903368,0.1685,crush
43,-31.8825734121991,4,0,1,-7.970643353049775,0.16775,crush
44,-38.281652789326415,20,0,1,-1.9140826394663208,0.167,crush
45,-32.88589902860165,4,0,1,-8.221474757150412,0.16625,crush
46,-42.64294192430967,55,0,1,-0.7753262168056303,0.1655,crush
47,-35.47294307972667,21,0,1,-1.68918776570127,0.16475,crush
48,-59.03199212226007,164,0,1,-0.3599511714771956,0.164,crush
49,-33.25793435470492,4,0,1,-8.31448358867623,0.16325,crush
50,-70.43859354034632,204,0,1,-0.34528722323699174,0.1625,crush
51,-32.75359894087648,4,0,1,-8.18839973521912,0.16175,crush
52,-32.588691334822315,4,0,1,-8.147172833705579,0.161,crush
