episode,total_reward,steps,success,crashes,avg_reward_per_step,epsilon_end,reason
1,-17.217812112334613,61,0,1,-0.2822592149563051,0.05,crush
2,-28.2450601550166,61,0,0,-0.463033773033059,0.05,stuck
3,-20.52999229396817,54,0,1,-0.3801850424808921,0.05,crush
4,-39.987779203830215,116,0,1,-0.3447222345157777,0.05,crush
5,-55.63823316491281,8,0,1,-6.9547791456141015,0.05,crush
6,-47.11519178958787,73,0,1,-0.6454135861587379,0.05,crush
7,-27.642877125452703,75,0,1,-0.36857169500603604,0.05,crush
8,-44.01897255443384,37,0,1,-1.1897019609306443,0.05,crush
9,-46.94243627911339,101,0,1,-0.46477659682290484,0.05,crush
10,-23.230262035576462,61,0,0,-0.3808239677963354,0.05,stuck
11,-53.997690637670125,4,0,1,-13.499422659417531,0.05,crush
12,-47.660181277118205,67,0,1,-0.7113459892107195,0.05,crush
13,-38.25393093972422,61,0,0,-0.6271136219626922,0.05,stuck
14,-54.5309287218155,4,0,1,-13.632732180453875,0.05,crush
15,-47.14779536642972,65,0,1,-0.7253506979450726,0.05,crush
16,-33.09177545914491,65,0,1,-0.5091042378329986,0.05,crush
17,-38.24108004886091,61,0,0,-0.6269029516206707,0.05,stuck
18,-70.13743881295449,541,0,1,-0.12964406434926892,0.05,crush
19,-27.72399419566133,120,0,1,-0.23103328496384443,0.05,crush
20,-82.54795710828402,156,0,1,-0.5291535712069488,0.05,crush
21,-88.60874796719783,570,0,1,-0.15545394380210145,0.05,crush
22,-120.25430359221883,767,0,1,-0.15678527195856432,0.05,crush
23,-70.92943396656199,127,0,1,-0.5584994800516692,0.05,crush
24,-39.46648903776391,43,0,1,-0.9178253264596258,0.05,crush
25,-60.03479047635444,280,0,1,-0.21440996598698014,0.05,crush
26,-68.8628360517383,268,0,1,-0.2569508807900683,0.05,crush
27,-79.7986186068851,143,0,1,-0.5580322979502454,0.05,crush
28,-57.73772144859265,132,0,1,-0.43740698067115646,0.05,crush
29,-34.3714215624236,9,0,1,-3.819046840269289,0.05,crush
30,-42.81482735440117,364,0,0,-0.11762315207253068,0.05,stuck
31,-37.90620165084712,36,0,1,-1.0529500458568646,0.05,crush
