episode,step,action,reward,epsilon,distance_to_goal,min_laser,done,reason,total_reward_so_far
1,1,0,0.0,0.05,6.000292360718605,0.9015252590179443,0,continue,0.0
1,2,0,-0.0038914488967029866,0.05,6.000291477006003,0.8965833187103271,0,continue,-0.0038914488967029866
1,3,0,0.022674065204627135,0.05,5.996937450419164,0.9051518440246582,0,continue,0.018782616307924146
1,4,0,0.3807031363433557,0.05,5.920010676033577,0.9056414365768433,0,continue,0.39948575265127984
1,5,0,0.12572840250504527,0.05,5.8922892745109925,0.8984811305999756,0,continue,0.5252141551563251
1,6,0,0.18730659195075955,0.05,5.8572534420157485,0.8968939185142517,0,continue,0.7125207471070847
1,7,0,0.4533561199204943,0.05,5.767166429184227,0.9021878242492676,0,continue,1.165876867027579
1,8,0,0.4390823720806591,0.05,5.677351091695141,0.9113132953643799,0,continue,1.6049592391082381
1,9,0,0.5310569019071373,0.05,5.578438241737857,0.9950076341629028,0,continue,2.1360161410153755
1,10,0,0.2819298420303254,0.05,5.523477944509845,1.010453224182129,0,continue,2.417945983045701
1,11,0,0.08990062130374946,0.05,5.510939949569881,1.0763051509857178,0,continue,2.5078466043494503
1,12,0,0.36297545891242383,0.05,5.4431282840052955,1.1195957660675049,0,continue,2.870822063261874
1,13,0,0.44540528461145085,0.05,5.362353499548519,1.2218809127807617,0,continue,3.316227347873325
1,14,0,0.4221148581260438,0.05,5.281416178300804,1.273285984992981,0,continue,3.7383422059993685
1,15,0,0.4869250481900955,0.05,5.191479799776631,1.3693825006484985,0,continue,4.225267254189464
1,16,0,0.24096694795380072,0.05,5.145687727050875,1.3816882371902466,0,continue,4.466234202143265
1,17,0,0.12787052922404749,0.05,5.1268228876755995,1.4466058015823364,0,continue,4.594104731367312
1,18,0,0.431295613060947,0.05,5.047470606862682,1.5547680854797363,0,continue,5.02540034442826
1,19,0,0.4311275999600411,0.05,4.96649524170621,1.5974807739257812,0,continue,5.4565279443883
1,20,0,0.4901995591296963,0.05,4.876481947435197,1.6924487352371216,0,continue,5.946727503517996
1,21,0,0.36873001686344437,0.05,4.807838153943729,1.7499232292175293,0,continue,6.3154575203814405
1,22,0,0.06040406091331065,0.05,4.794846975866957,1.7546278238296509,0,continue,6.3758615812947514
