episode,total_reward,steps,success,crashes,avg_reward_per_step,epsilon_end,reason
1,-52.756789638297604,87,0,1,-0.6063998808999724,0.9988125,crush
2,-24.774459107041615,45,0,1,-0.5505435357120358,0.997625,crush
3,-34.32942606813987,45,0,1,-0.7628761348475526,0.9964375,crush
4,-44.61263937143686,102,0,1,-0.43737881736702805,0.99525,crush
5,-37.11793222515452,47,0,1,-0.7897432388330748,0.9940625,crush
6,-36.21397097563157,66,0,1,-0.5486965299338117,0.992875,crush
7,-21.270383969937974,64,0,1,-0.33234974953028085,0.9916875,crush
8,-51.67984356713102,62,0,1,-0.8335458639859843,0.9905,crush
9,-35.44028137324304,46,0,1,-0.7704408994183269,0.9893125,crush
10,-54.006275182937344,74,0,1,-0.7298145294991533,0.988125,crush
11,-21.38681194836063,50,0,1,-0.42773623896721263,0.9869375,crush
12,-34.678293465912446,63,0,1,-0.5504491026335309,0.98575,crush
13,-59.74368151486467,90,0,1,-0.6638186834984963,0.9845625,crush
14,-38.659450684203065,70,0,1,-0.5522778669171866,0.983375,crush
