episode,total_reward,steps,success,crashes,avg_reward_per_step,epsilon_end,reason
1,-19.578595149351635,87,0,1,-0.22504132355576592,0.9986428571428572,crush
2,-38.90631046359498,4,0,1,-9.726577615898744,0.9972857142857143,crush
3,-53.9442362199303,82,0,1,-0.6578565392674427,0.9959285714285714,crush
4,-34.56093883890337,4,0,1,-8.640234709725842,0.9945714285714286,crush
5,-7.240486915386368,71,0,0,-0.10197868894910378,0.9932142857142857,stuck
6,-33.72230380058303,4,0,1,-8.430575950145757,0.9918571428571429,crush
7,-19.735593458548767,73,0,1,-0.2703505953225858,0.9905,crush
8,-34.274125354935144,4,0,1,-8.568531338733786,0.9891428571428571,crush
9,-67.20151779945634,148,0,1,-0.4540643094557861,0.9877857142857143,crush
10,-34.85819145753805,4,0,1,-8.714547864384512,0.9864285714285714,crush
11,-37.82743900448531,26,0,1,-1.454901500172512,0.9850714285714286,crush
12,-40.95031166044309,25,0,1,-1.6380124664177236,0.9837142857142858,crush
13,-33.39016060661291,4,0,1,-8.347540151653227,0.9823571428571428,crush
14,-20.004014058099365,47,0,1,-0.42561732038509287,0.981,crush
15,-33.050015814117494,4,0,1,-8.262503953529373,0.9796428571428571,crush
16,-29.980516177603445,87,0,1,-0.34460363422532697,0.9782857142857143,crush
17,-33.108560130275045,4,0,1,-8.277140032568761,0.9769285714285715,crush
18,-45.383136694621314,87,0,1,-0.5216452493634633,0.9755714285714285,crush
19,-33.53303494854674,4,0,1,-8.383258737136686,0.9742142857142857,crush
20,-20.761077655765973,57,0,1,-0.3642294325572978,0.9728571428571429,crush
21,-33.941519780997865,4,0,1,-8.485379945249466,0.9715,crush
22,-40.87348416079072,37,0,1,-1.1046887611024518,0.9701428571428572,crush
23,-32.91009680415349,4,0,1,-8.227524201038372,0.9687857142857143,crush
24,-39.74506965890081,26,0,1,-1.5286565253423388,0.9674285714285714,crush
25,-37.87862307276556,4,0,1,-9.46965576819139,0.9660714285714286,crush
26,-20.031773112318668,77,0,1,-0.2601528975625801,0.9647142857142857,crush
27,-33.12669504040174,4,0,1,-8.281673760100436,0.9633571428571429,crush
28,-22.317875500493066,32,0,1,-0.6974336093904083,0.962,crush
29,-33.05939141847843,4,0,1,-8.264847854619607,0.9606428571428571,crush
30,-22.23149481983626,38,0,1,-0.5850393373641122,0.9592857142857143,crush
31,-33.121450760218174,4,0,1,-8.280362690054544,0.9579285714285715,crush
32,59.360115092130265,154,1,0,0.3854552928060407,0.9565714285714286,reach
33,-33.23371086559856,4,0,1,-8.30842771639964,0.9552142857142857,crush
34,-36.13019598457352,9,0,1,-4.014466220508169,0.9538571428571428,crush
35,-35.959236451654725,39,0,1,-0.9220317038885827,0.9525,crush
36,-33.90563646338613,4,0,1,-8.476409115846533,0.9511428571428572,crush
37,-46.18192011998099,41,0,1,-1.1263882956092923,0.9497857142857142,crush
38,-33.03395570216588,4,0,1,-8.25848892554147,0.9484285714285714,crush
39,-44.96540969513039,39,0,1,-1.1529592229520613,0.9470714285714286,crush
40,-33.74945544155197,4,0,1,-8.437363860387993,0.9457142857142857,crush
41,-18.232499907908757,41,0,1,-0.4446951197050916,0.9443571428571429,crush
42,-33.05393978124217,4,0,1,-8.263484945310543,0.9430000000000001,crush
43,-19.330803615446527,41,0,1,-0.4714830150108909,0.9416428571428571,crush
44,-33.51281384604816,4,0,1,-8.37820346151204,0.9402857142857143,crush
45,-19.75885760222403,35,0,1,-0.5645387886349723,0.9389285714285714,crush
46,-33.49099697446438,4,0,1,-8.372749243616095,0.9375714285714286,crush
47,-74.59366125753502,103,0,1,-0.7242103034712137,0.9362142857142857,crush
48,-33.38506079413784,4,0,1,-8.34626519853446,0.9348571428571428,crush
49,-21.15791032563964,34,0,1,-0.6222914801658718,0.9335,crush
50,-32.90222838030242,4,0,1,-8.225557095075605,0.9321428571428572,crush
51,-22.324312564628862,44,0,1,-0.5073707401052014,0.9307857142857143,crush
52,-33.44596738619331,4,0,1,-8.361491846548327,0.9294285714285714,crush
53,-34.38618365571401,51,0,1,-0.6742388952100785,0.9280714285714285,crush
54,-40.517860134169965,4,0,1,-10.129465033542491,0.9267142857142857,crush
55,-27.363801917988717,94,0,1,-0.29110427572328423,0.9253571428571429,crush
56,-34.33545827345082,4,0,1,-8.583864568362705,0.924,crush
57,-22.329501929037434,43,0,1,-0.5192907425357542,0.9226428571428571,crush
58,-33.01340669987103,4,0,1,-8.253351674967757,0.9212857142857143,crush
59,-17.43893287926479,33,0,1,-0.5284525114928724,0.9199285714285714,crush
60,-33.54419452882053,4,0,1,-8.386048632205133,0.9185714285714286,crush
61,-21.69172645717977,83,0,1,-0.26134610189373214,0.9172142857142858,crush
62,-32.04202484181699,4,0,1,-8.010506210454247,0.9158571428571429,crush
63,-19.040912481977585,38,0,1,-0.501076644262568,0.9145,crush
64,-35.369789219445664,4,0,1,-8.842447304861416,0.9131428571428571,crush
65,-38.09721897860306,65,0,1,-0.5861110612092778,0.9117857142857143,crush
66,-35.64398539624992,4,0,1,-8.91099634906248,0.9104285714285714,crush
67,-17.90542295841123,44,0,1,-0.40694143087298246,0.9090714285714285,crush
68,-33.66696575156936,4,0,1,-8.41674143789234,0.9077142857142857,crush
69,-46.89124460296492,35,0,1,-1.3397498457989976,0.9063571428571429,crush
70,-33.19609335082656,4,0,1,-8.29902333770664,0.905,crush
